index,cluster,pc,cor
oni,1,1,0.335461318361383
pdo,1,1,0.304409423562845
npgo,1,1,0.266562006380001
oni,1,2,0.266337794870074
nao,1,2,0.237906350481757
pdo,1,2,0.325341555079552
iod,1,2,0.231721958128466
npo,1,2,0.290006018952901
pdo,1,3,0.288892936865177
iod,1,3,0.243523270387574
npgo,1,3,0.341286756206929
oni,2,1,0.346996968804585
pdo,2,1,0.250204058798342
npo,2,1,0.248663213989108
oni,2,2,0.24098881409008
npgo,2,2,0.245815667654967
oni,2,3,0.312389651518667
npo,2,3,0.273087594180719
pdo,3,1,0.285839317137441
npgo,3,1,0.237075241246594
oni,3,2,0.342903868607438
nao,3,2,0.276413994428717
pdo,3,2,0.331491092919067
npgo,3,2,0.324259411859482
nao,3,3,0.233116024148201
oni,4,1,0.274081693791257
nao,4,1,0.292244678287596
iod,4,1,0.290891460152823
npo,4,1,0.233241576110964
oni,4,2,0.289086510856038
nao,4,2,0.247197294532301
pdo,4,2,0.265564737536768
iod,4,2,0.277000100740065
npgo,4,2,0.378241996711429
nao,4,3,0.2736322183686
oni,5,1,0.328953178515037
pdo,5,1,0.287593410180506
iod,5,1,0.307500830060498
npgo,5,1,0.347600075762914
npo,5,1,0.421007277754228
oni,5,2,0.484688946320906
nao,5,2,0.275248434719524
pdo,5,2,0.488569204417737
iod,5,2,0.243003065401296
npgo,5,2,0.407705281063599
oni,5,3,0.266583854221064
nao,5,3,0.239236589419662
iod,5,3,0.232566723067789
npo,5,3,0.279767458956892
oni,6,1,0.462280197142706
nao,6,1,0.316928121876404
pdo,6,1,0.293849402403023
npgo,6,1,0.331258745158439
npo,6,1,0.272912118262953
oni,6,2,0.250078429833588
nao,6,2,0.287518249225044
npo,6,2,0.234119839669424
oni,6,3,0.319054863535806
nao,6,3,0.24742337675163
pdo,6,3,0.231189893901895
iod,6,3,0.256698496238378
npgo,6,3,0.290371461718714
nao,7,1,0.419791508673851
iod,7,1,0.2571736744364
npgo,7,1,0.34642346042752
npo,7,1,0.288914955029986
oni,7,3,0.240683715189331
nao,7,3,0.343504001945046
iod,7,3,0.25398271516155
npgo,7,3,0.296355902631595
oni,8,1,0.260303078010945
pdo,8,1,0.445927374491856
iod,8,1,0.262586428078456
npo,8,1,0.429028921929169
nao,8,2,0.24633889672073
pdo,8,2,0.234334425814148
npo,8,2,0.241275585752205
oni,8,3,0.231662488090201
oni,9,1,0.275642859771841
nao,9,1,0.521175752770603
iod,9,2,0.234887836321398
nao,9,3,0.251606391913422
npgo,9,3,0.237271952762381
oni,10,1,0.654997679925782
pdo,10,1,0.343169008855369
iod,10,1,0.265435422052448
npgo,10,1,0.292315004893927
npo,10,1,0.337842463625966
oni,10,2,0.29476875040475
nao,10,2,0.257270590446347
iod,10,2,0.281475790638299
npgo,10,2,0.270288322083947
npo,10,2,0.252189642339804
oni,10,3,0.406125116709581
nao,10,3,0.243273742483135
pdo,10,3,0.260582054782363
iod,10,3,0.258418318173552
npo,10,3,0.288779369927205
oni,11,1,0.333577334959067
pdo,11,1,0.246717645362582
iod,11,1,0.263627879361701
npgo,11,1,0.328439506909759
oni,11,3,0.294458905470102
nao,11,3,0.245522273533497
npgo,11,3,0.28841473409696
npo,11,3,0.281159547769957
nao,12,1,0.341533098561592
npgo,12,1,0.407672078118461
npo,12,1,0.323760072296292
oni,12,2,0.254123304722947
nao,12,2,0.276174074709812
oni,12,3,0.267713091348652
pdo,12,3,0.276334514071407
npgo,12,3,0.356954281462025
nao,13,1,0.234894213178496
pdo,13,1,0.309627626263832
iod,13,1,0.233508164442018
npgo,13,2,0.257226011848365
npo,13,2,0.325024064796002
oni,13,3,0.23758952291185
iod,13,3,0.265254424811042
nao,14,1,0.450559289959384
npgo,14,1,0.39183486476112
nao,14,2,0.281445100588218
oni,14,3,0.264347358219656
nao,14,3,0.356234640229837
pdo,14,3,0.241052882378581
iod,14,3,0.262079327902197
oni,15,1,0.250782359294694
iod,15,1,0.321931783635951
oni,15,2,0.274084874701237
nao,15,2,0.262848371510442
npgo,15,2,0.254350442035528
npo,15,2,0.254835542328701
pdo,16,1,0.251000005597677
oni,16,2,0.347693753208929
npgo,16,2,0.259333850812817
oni,16,3,0.318384721309198
nao,16,3,0.238995300961008
pdo,16,3,0.276150895945326
npgo,16,3,0.263687823758938
npo,16,3,0.261060516289607
oni,17,1,0.310767239789051
pdo,17,1,0.263973390692473
npgo,17,1,0.274985046370829
oni,17,2,0.319741611662458
pdo,17,2,0.328917893510724
npgo,17,2,0.317217449457312
npo,17,2,0.327154759708623
oni,17,3,0.243535921564137
nao,17,3,0.284629878247461
oni,18,1,0.477738277422101
pdo,18,1,0.298718871304153
iod,18,1,0.252646446220028
npo,18,1,0.255696782276615
oni,18,2,0.399560994978786
pdo,18,2,0.327538026721586
oni,18,3,0.27594158302985
nao,18,3,0.245309920894195
oni,19,1,0.374008603376259
nao,19,1,0.257596105315102
iod,19,1,0.258848077460818
npgo,19,1,0.283520079158263
npo,19,1,0.290427232646489
nao,19,2,0.260861445105248
pdo,19,2,0.260135090331095
iod,19,2,0.325939022716668
oni,19,3,0.272740095108102
nao,19,3,0.269284414433968
pdo,19,3,0.37294242819309
iod,19,3,0.326029097216073
npgo,19,3,0.278469894171057
nao,20,1,0.32794703518359
