index,cluster,pc,cor
npo,1,1,0.248807420513609
nao,1,2,0.326512591207968
pdo,1,2,0.234556235999662
iod,1,2,0.31166314868026
pdo,1,3,0.292649897127438
oni,2,1,0.2608291432074
pdo,2,1,0.255851419411701
iod,2,1,0.27670977841913
npgo,2,1,0.247551322845379
oni,2,2,0.293892415154614
nao,2,2,0.377915589852923
pdo,2,2,0.302638078526439
npgo,2,2,0.252125253082236
npo,2,2,0.243583375504637
oni,2,3,0.277339126156898
nao,2,3,0.309272595829429
npgo,2,3,0.254225603745371
oni,3,1,0.622640199380365
pdo,3,1,0.291264748017165
iod,3,1,0.30816031922114
npgo,3,1,0.322658728456379
npo,3,1,0.338709028955415
oni,3,2,0.356413034441455
iod,3,2,0.290582024271842
npo,3,2,0.324689775998924
oni,3,3,0.474336001853369
pdo,3,3,0.358258295120823
npgo,3,3,0.430802197305311
oni,4,1,0.352430173482129
pdo,4,1,0.413304900736649
iod,4,1,0.231325665105475
npgo,4,1,0.311140817400618
oni,4,2,0.307849414200548
nao,4,2,0.310500741373818
pdo,4,2,0.294911608801288
npo,4,2,0.278340062590061
nao,5,1,0.259951539323976
pdo,5,1,0.23454274467905
npo,5,1,0.286943659008972
nao,5,2,0.26394748679023
pdo,5,2,0.296207531604537
npgo,5,2,0.334528912009046
oni,5,3,0.294291932906168
nao,5,3,0.237603860114586
pdo,5,3,0.312771455151083
nao,6,2,0.265672518576304
pdo,6,2,0.285212414885009
npgo,6,2,0.269642540087783
oni,6,3,0.348882671808492
nao,6,3,0.28780126822249
pdo,6,3,0.292491173021919
npo,6,3,0.425537404728952
oni,7,1,0.271460384409419
nao,7,1,0.231784838526668
pdo,7,1,0.265333449734756
npgo,7,1,0.251814941233685
oni,7,2,0.299033159511551
iod,7,2,0.321381063867571
npgo,7,2,0.34171006849668
npo,7,2,0.274971028667348
oni,7,3,0.25235069417327
nao,7,3,0.329841895045597
pdo,7,3,0.241665822824889
iod,7,3,0.261409145366495
npgo,7,3,0.241057026746024
oni,8,1,0.29961717669093
nao,8,1,0.287016094239193
pdo,8,1,0.313801050402416
npo,8,1,0.351073902161447
oni,8,2,0.340712165330896
pdo,8,2,0.273666885916563
iod,8,2,0.295282175423174
npo,8,2,0.369971751061179
oni,9,1,0.506148230444003
pdo,9,1,0.480297047292258
iod,9,1,0.287162278338692
npgo,9,1,0.236223243786912
npo,9,1,0.316089531468193
oni,9,2,0.288978550266499
oni,9,3,0.245810753056954
nao,9,3,0.236885928779554
pdo,9,3,0.497758011431728
npgo,9,3,0.393456118732044
npo,9,3,0.250101495689952
oni,10,1,0.405249182781496
pdo,10,1,0.254707430844315
iod,10,1,0.300361462170136
npgo,10,1,0.272927556648417
oni,10,2,0.316296359565692
npgo,10,2,0.28810073668856
npo,10,2,0.276459524759183
iod,10,3,0.262992544802088
npgo,10,3,0.398971780793478
oni,11,1,0.34466958413797
nao,11,1,0.258315538050517
pdo,11,1,0.29343424197691
npgo,11,1,0.27267983945406
npo,11,1,0.273666152112027
oni,11,2,0.287090664319152
nao,11,2,0.406368274520991
iod,11,2,0.245072955320582
npgo,11,2,0.23361142171319
nao,11,3,0.269321107757611
pdo,11,3,0.294048256137095
oni,12,1,0.234283145574298
nao,12,1,0.250004065344582
iod,12,1,0.254760312026061
npgo,12,1,0.249060890190114
npo,12,1,0.348734320665705
oni,12,2,0.387100378867772
