global_cluster5_ccf1_npo,global_cluster5_ccf2_oni,global_cluster5_ccf2_pdo,global_cluster5_ccf2_npgo,global_cluster6_ccf1_oni,global_cluster7_ccf1_nao,global_cluster8_ccf1_pdo,global_cluster8_ccf1_npo,global_cluster10_ccf1_oni,global_cluster12_ccf1_npgo,global_cluster14_ccf1_nao,global_cluster15_ccf1_oni,global_cluster16_ccf1_nao,global_cluster20_ccf1_oni,global_cluster23_ccf3_nao,global_cluster24_ccf1_oni,global_cluster40_ccf1_oni,global_cluster40_ccf3_oni,global_cluster40_ccf3_pdo,global_cluster40_ccf3_npgo
-0.04776532447105,-0.0720749844255514,-0.10769851972263,-0.183620018931955,-0.113164037105604,0.0066103920265594,0.0557439635448134,0.102247869946084,-0.162340602273477,-0.0294850360595714,0.0642260946203883,-0.165499580291923,-0.0204208292135993,-0.0703509005283439,0.213041820795585,0.0624976170632564,-0.0117388650216201,0.0274780183828211,-0.0689006063606118,-0.210011135087614
0.0205207903290078,0.0408422398497045,-0.0320999296679346,-0.223430409026491,0.188832870804917,-0.0954690726722381,-0.0602178924269728,0.0740002564818499,0.0777104011892978,-0.00369553402442771,-0.236340368926813,0.0304315344920175,-0.0784183302169383,0.0374782974136055,0.0309500546010419,0.0299343848794725,-0.157115998078188,0.000791937576430479,-0.0608503137963517,-0.0800569948611373
0.0662561939748331,-0.0526405366984749,-0.0539592387783258,-0.196399966273366,0.285897220082839,0.0475823893078358,-0.00446963622525284,0.15894872624581,0.051660218691696,0.146734084742346,-0.033901040683745,0.0117994498675697,0.0610231361303441,0.120849071169282,0.0282064413549161,-0.0558824389497554,-0.0489468519140027,0.0686838821660011,0.0136717013056352,0.051436828378794
0.192818544562303,-0.0307077823230818,-0.0718153369721602,-0.161283276422593,-0.170312367002199,0.0229088021426742,-0.0719729779286725,0.054855807569475,-0.179389420800083,0.250673505529764,-0.28184295363619,-0.180344425698396,-0.0137846563182839,0.164718686288151,-0.116156428424682,0.168532736901723,0.0174231720545182,0.190264029349449,-0.0799066371741188,0.154402056295543
-0.0739382372729697,0.0743173420695577,0.255988370588396,-0.341999041012582,-0.462280197142706,0.217810592868842,-0.246280231793031,0.129992336177398,-0.163185539498105,0.340966739837865,0.228331546136849,-0.371830216308958,-0.0488328806281256,-0.0377294043223546,0.109157840453821,0.253910749374386,0.0679681822165578,0.00739855834205456,-0.330968464238237,0.264254906584148
-0.421007277754228,0.484688946320906,0.488569204417737,-0.407705281063599,0.00796680029402822,-0.419791508673851,-0.445927374491856,0.429028921929169,0.526241930989014,0.407672078118461,-0.537716413799249,0.325712994237881,-0.450559289959384,-0.477738277422101,-0.438985094374147,-0.217448266236941,0.152170767659742,-0.495978288114615,-0.425024509819086,0.420954779851247
0.125827800300222,0.251441172980715,0.088744914154969,-0.179057156556805,0.256394274702167,-0.0566077801918861,-0.168999304695375,0.035335256939935,0.454264391934834,0.130134158541908,0.138383224181466,0.69482823385709,-0.0860872543505332,-0.0281125735444671,-0.287272703196312,-0.406132676285668,-0.42156217807948,-0.345105813470695,-0.299936133239726,0.341186267405289
-0.0699397412991923,-0.0115602202047697,-0.143824375237001,0.00189514948671773,-0.188591840712336,-0.169515941352526,-0.0956158630446806,0.0350093920150399,-0.276413187693564,0.136999699680222,-0.0733175877348078,-0.136815445241029,-0.24504687353938,0.0383480534493182,-0.0083652788231649,0.240122709073243,-0.0354045919092912,0.0792112136051857,0.117795356732118,0.0884065671621983
-0.0402591570827283,-0.18771264432307,-0.1517298085783,0.150259196181165,-0.151240035116338,-0.227291999887224,0.081675090905755,-0.134671922021243,-0.101176156830295,0.124848474998756,-0.0469822796886372,-0.171419338528337,-0.148961243953075,0.0335299140341655,-0.071760865805935,0.0546560972530613,0.190838666040478,0.124190432079296,0.243336633715001,-0.0897954843924749
0.0619007052713832,-0.0830586915564614,-0.0483991484900691,0.221719501105077,-0.055323125148577,0.275121860926442,0.131203482926264,-0.00708245878352618,0.203966974521508,-0.0487472837555408,0.00846951016103017,-0.0168389756520371,0.0487076677646019,0.0370950401765661,0.0388636256749141,-0.0646860604486196,0.00779480083045078,0.0832282926345923,0.202704721072324,-0.15538629214958
-0.00807129108445688,0.0425321183469443,0.0748682254058326,0.248226270807665,0.0564458765421396,-0.102429274287126,0.119408034074691,-0.0886297631697761,0.0223157290973828,-0.135124504135851,0.00188869001179086,0.0544845794199617,-0.0303689135169516,0.00548794091179553,-0.11560503000527,0.00649342027139621,0.00864450367528677,0.0357741600198153,0.0974606503468352,-0.179344791670625
