global_cluster1_ccf1_oni,global_cluster1_ccf1_npo,global_cluster1_ccf2_oni,global_cluster1_ccf2_pdo,global_cluster1_ccf2_npgo,global_cluster1_ccf3_nao,global_cluster2_ccf1_nao,global_cluster2_ccf2_oni,global_cluster2_ccf2_nao,global_cluster2_ccf3_oni,global_cluster2_ccf3_nao,global_cluster2_ccf3_iod,global_cluster2_ccf3_npgo,global_cluster3_ccf1_oni,global_cluster3_ccf1_nao,global_cluster3_ccf1_pdo,global_cluster3_ccf1_npo,global_cluster3_ccf2_oni,global_cluster3_ccf2_pdo,global_cluster3_ccf2_npgo,global_cluster3_ccf3_oni,global_cluster3_ccf3_nao,global_cluster3_ccf3_pdo,global_cluster3_ccf3_npgo,global_cluster3_ccf3_npo,global_cluster4_ccf1_oni,global_cluster4_ccf1_pdo,global_cluster4_ccf1_iod,global_cluster4_ccf1_npgo,global_cluster4_ccf2_nao,global_cluster4_ccf3_nao,global_cluster4_ccf3_iod,global_cluster4_ccf3_npo,global_cluster5_ccf1_oni,global_cluster5_ccf1_nao,global_cluster5_ccf1_pdo,global_cluster5_ccf1_npgo,global_cluster5_ccf1_npo,global_cluster5_ccf2_pdo,global_cluster5_ccf2_iod,global_cluster5_ccf2_npo,global_cluster5_ccf3_oni,global_cluster5_ccf3_iod,global_cluster5_ccf3_npgo,global_cluster6_ccf1_oni,global_cluster6_ccf1_pdo,global_cluster6_ccf1_iod,global_cluster6_ccf1_npgo,global_cluster6_ccf1_npo,global_cluster6_ccf2_oni,global_cluster6_ccf3_pdo,global_cluster6_ccf3_npgo,global_cluster7_ccf1_oni,global_cluster7_ccf1_pdo,global_cluster7_ccf2_oni,global_cluster7_ccf2_nao,global_cluster7_ccf2_npgo,global_cluster7_ccf3_oni,global_cluster8_ccf1_oni,global_cluster8_ccf1_nao,global_cluster8_ccf1_pdo,global_cluster8_ccf1_npgo,global_cluster8_ccf1_npo,global_cluster8_ccf2_nao,global_cluster8_ccf3_oni,global_cluster8_ccf3_nao,global_cluster8_ccf3_npgo,global_cluster8_ccf3_npo,global_cluster9_ccf1_nao,global_cluster9_ccf1_iod,global_cluster9_ccf1_npgo,global_cluster9_ccf2_oni,global_cluster9_ccf2_pdo,global_cluster9_ccf2_npgo,global_cluster9_ccf2_npo,global_cluster9_ccf3_oni,global_cluster9_ccf3_nao,global_cluster9_ccf3_npgo
-0.0809329415748335,-0.121443193350885,-0.00809886665459517,-0.189525055957754,0.0267355336509573,-0.27905689582341,0.171097638797095,-0.0132333622569731,-0.120907259704997,-0.078043417783591,0.0170193817667798,0.062760771278969,0.0988062831702877,-0.116437946773085,-0.046437499865785,0.069665640030405,-0.163898904294668,-0.0430824946855838,-0.0870168867617904,0.0263094536096334,-0.0235163609554745,-0.0776419091549898,0.0294578303148681,0.138383211539543,-0.0510332148747994,0.0642334955630296,0.0533592774352765,-0.0589921254027199,0.0453009284328768,0.0534525463505027,0.162371383292884,0.327520919254832,0.00392790722033758,-0.113843527321055,0.0496455877448638,0.0194406996795451,-0.046191637953809,-0.0534851336635559,0.069872778458385,-0.01823098846154,-0.0505061817822314,0.0949356101432019,0.323174778405108,-0.156287182939948,-0.0431475256157055,0.0909538679915506,-0.250668405108853,0.213673251166589,-0.115835510191074,-0.115931173557077,0.245474510947508,-0.23807207498584,0.143751033466258,0.103007143831903,0.10330940320327,0.129404872914278,0.00526778436149271,-0.0266648943205086,0.00846582391321737,-0.0302926697728659,0.124713674623563,0.121126391790562,-0.317752477387637,-0.235169723134786,0.136247735094956,0.123303777515014,-0.159645395489565,0.0115079535265554,0.0542951506571135,-0.256721501039738,0.079261784817571,-0.147288872943355,-0.153000362008778,0.00243907937507345,0.124162225589974,-0.0274812903794981,0.191633552144412,0.201697289897389
-0.00379993419949357,0.0416306289829715,-0.308626256424418,-0.156143671827147,-0.0478043663305348,0.179359789402777,0.0131382341132372,0.0239758822084633,0.205186375697937,-0.136282351794125,-0.0367421175969323,0.0537678755611094,0.0751819143774439,0.0649641979422983,-0.0530477345257863,-0.0489508025936148,-0.0261845965017588,-0.106698077846808,-0.0908837709625811,0.0973408069944338,0.0724610749945679,-0.0554606013860113,0.0374491583675123,-0.00334136603619121,0.0577879790118338,-0.106040043942898,0.000204323946936727,-0.278098621372314,0.103339035760696,-0.038542072345164,0.0616771056614516,-0.0626586423557014,0.133822869943469,0.0676507522100047,-0.100019889518341,0.0748408326454831,-0.0480704253414287,-0.119713869918369,-0.0939700267437418,0.120734136923998,0.157443362787937,-0.156285019452177,-0.0219701174975672,-0.131859068191018,0.12426673792932,0.150649945569409,-0.0275221703554068,0.160851031545072,-0.0458786202046775,-0.0709089534976867,0.0163822504956502,-0.143960760474574,-0.0478466837565234,-0.0507326216266406,-0.180045948917303,0.0953452223706395,0.202224104880394,-0.0981760350383501,0.100024515527261,-0.0450948405086493,-0.0919765137383618,-0.0103425272194453,0.039517096842401,0.104520898979488,-0.0417791716159862,0.0781658614235155,0.042734026911162,-0.0344522109390501,0.0538043363385037,-0.0538196910857357,0.00872994911764485,-0.0826513918063702,-0.0507029093985207,-0.0344359345112406,-0.0379848140428504,-0.0240993696753799,0.114398114812751,0.309101557161638
-0.145534968082416,0.0203843151919462,-0.0371276882751457,-0.0814810434603633,-0.134514052159242,-0.24299396267624,0.262828880177801,-0.00727324704652662,0.130616024901048,0.187243264750324,-0.0605138291974323,0.0367618978286505,-0.162391374419457,0.081709564962499,0.0599403352709333,-0.202107439583042,0.159532188591816,0.117043753003758,-0.0649902436209467,0.165730621804612,-0.0911594111227962,0.0541437526227536,0.0407754274430291,-0.165254431857352,-0.0206986693288505,-0.0554429245177401,-0.00873689473917444,-0.0556245095287467,0.0335141757593306,-0.0651669064564768,0.126733101468495,-0.0413329985126819,-0.0554696364801435,0.26044043412472,0.123938160157041,0.0707440295371884,0.0429587340045074,0.0207259627389108,-0.0934133664633654,0.0109770535092664,0.0240990606040549,0.112757620878149,0.0909189368391127,-0.254247124787065,-0.0504565961499362,0.069351709854365,-0.18934317636857,0.162255584867737,-0.0484923848937767,0.172460861601415,-0.00322996717193152,-0.0720952966349419,-0.257544414691641,-0.194977390452146,-0.134577693585155,0.0111186332802486,0.31730280431533,0.0509434019867185,-0.145311177509071,0.142045767505453,-0.0285562757040999,-0.0847903853225123,0.183807665874383,-0.116390301444436,0.111061521471934,-0.00176295712704383,0.0584776030176105,-0.149116413100495,-0.0751424235361792,-0.028767467396187,-0.0382715902092951,0.293852141220768,0.167632005804569,-0.154992553435302,-0.00596221028901796,0.00104562256020423,-0.136042300901216,0.218612755413161
-0.113525248169921,0.166470899914646,0.0805645873702314,0.095054350295799,-0.227462236321757,-0.144157342028246,0.155872817396414,0.0500120490781626,0.0127425740820966,-0.131789790976598,0.0803420680506667,-0.037652448341202,-0.206085260209229,-0.272917878594308,0.092193485224684,-0.204215788647389,0.246549935560164,-0.12211158184857,-0.256974424084005,0.255314024365142,-0.186059032632531,0.298773825872231,0.00268125288578012,-0.256055646014383,0.232109279667193,0.131057834763632,0.0445850413605566,0.0141331165617965,0.161279811062272,-0.0627939235700044,0.0234229884144241,0.0450128489432741,0.0210884662383831,-0.0341734462336476,-0.0308681287194897,-0.0511455155805105,0.121756847633711,-0.00941515193707757,0.0969300926316688,-0.0496071991844261,0.15795031826452,0.0069652325455387,-0.0815072096656569,-0.293981640492392,0.0460278386494364,-0.0669927398760493,-0.0477787845421447,0.155500511940483,-0.0823430836986675,0.073721330975446,0.0212557445502357,0.00109410166737098,-0.11188319104175,-0.107784124276885,0.0480490143771842,-0.187508126428747,0.36750973277419,0.267411351530125,-0.19069371293955,0.0194637286215635,0.114204590188613,-0.0659799646435295,-0.128242722205413,0.230590662013579,0.200010381193932,0.377373475065459,-0.104695977251394,0.238100454954503,0.128638070441003,-0.142182840947975,-0.0349210114579103,0.0395807374873343,0.205054322187964,-0.237095496608764,-0.00626737892974132,-0.0759060167009556,-0.160804112529546,0.251652361877975
-0.0982314661439626,-0.000614259773399205,0.0301753788347134,0.115135429171311,-0.186676768096762,-0.0520309967167608,-0.00638792591763335,0.244546396563838,-0.0593786164019929,-0.13611489845005,0.0214430365414207,-0.0634736030361367,-0.107482408514986,-0.377101702966355,0.13550915061366,-0.0889655347921057,-0.0483786270910988,-0.28571269135828,-0.395762993199793,0.292509255422887,0.0111218386066643,-0.070083222646507,0.229660633031437,-0.186131195972786,-0.137090338966659,0.0378970840390455,-0.048984810632298,0.155936321919581,0.264111392380451,-0.0432384095807007,0.239682119327144,0.0311455264348705,0.0977930998761042,-0.336103259492958,0.271992625593658,-0.272306170063229,0.393399892586589,0.157438156156485,0.0597067284799536,-0.170116492039307,-0.194872139932709,0.128150550615206,0.0144385687252831,-0.194618770973351,-0.0859963426580188,-0.208063520140932,0.0307360138141062,0.138942455185586,0.149004219521956,-0.124903258573563,0.00396842250751714,0.076974052809824,0.167948484689416,0.23283336769757,-0.194778728522548,0.0281117852432353,0.243471609733602,0.105494320609108,0.310443146742928,0.1132046605766,0.349624859092909,-0.1800959135794,-0.212322113945279,-0.152850723591757,-0.167537301989152,-0.0940607960541543,0.0158204392699731,-0.100923520165541,-0.314072409690726,-0.0934216020553739,0.0234208694898567,0.0204262337476063,0.144372279873875,-0.143500210897709,-0.0569802545947408,-0.331693655526361,0.0421727164633719,0.139393853133161
0.0312024580470232,0.0584252309058713,0.154275849125021,0.290168925717655,-0.010722433950148,-0.0117417594736497,-0.153013198439548,-0.0683998742459523,0.284448144265392,0.435954390494622,0.159997884540764,0.241800018635553,-0.264717586643755,0.401470956851528,-0.360129852835018,0.274434684347205,-0.290019119146554,-0.272763986560434,-0.262919686522456,0.248714803250665,0.355501568234356,0.46255689793905,0.234753080911453,-0.190931136411302,-0.101360194243455,-0.369961526926942,-0.311044826381475,-0.0784922896002814,0.261718826436115,-0.0607642800849275,-0.10992282718162,0.0288550508140866,-0.0795274486890987,-0.181930404612912,-0.389534087133894,-0.172489375239855,0.361187991718314,-0.246522217073452,0.0310814454920487,0.0311052052042787,-0.205272952083862,0.333990877474668,0.111327747359734,-0.101529565882342,-0.45585244491431,-0.419447920373509,-0.0701588308449823,0.149438177263141,0.308728111918874,0.0500780248655658,-0.126225704299492,0.0535389684926491,0.103069883924091,0.230718883718046,-0.140149182458009,-0.383991770272838,0.196592018090752,-0.0625419277719531,0.277453916485118,-0.0650785015225678,0.295415672492572,-0.214800670847343,-0.047845482924734,0.360264227439373,-0.0518874108935701,-0.0377181353292935,0.0514823050710351,-0.266521591634415,0.115177720435307,0.00929072387437159,0.00468554544847803,0.138608287765622,0.186683243564213,0.0427940122371933,-0.0454353615535877,-0.0702396570998661,-0.300685268530851,0.171627247074206
0.0410178213537944,0.339571489332472,0.175478463429407,0.199519980077734,-0.0078353132869316,-0.0275664501452946,0.0347751374250638,-0.259378089473979,0.140789123740928,0.096228830980135,0.0482366224697103,-0.0266136349587063,-0.245222676313114,0.545110350009813,0.0309080535817659,0.267347089904234,0.0517646592637611,-0.14695285283015,-0.0474492643146463,0.138183849207995,0.0786904927125734,0.174798351272204,0.0458273082721594,-0.0992926852005872,0.0554501255177758,-0.213773888232257,-0.163711635778232,0.0863497868211067,0.0525052726663371,0.110542413372996,-0.0139957426518135,-0.0246168261150086,0.126999313816469,0.166018874363415,-0.0519741486953423,0.0636651110290193,-0.0083104395131523,0.0783934873085575,0.107260680915478,-0.0246013999783341,0.0274332323688777,0.017991789399879,-0.0420430228395453,-0.055998752830742,-0.151610583421794,-0.230427965577994,0.0905477894451977,0.0794187424284009,-0.0385014923984064,0.260105595642693,-0.0360641476035821,-0.0611566881974552,-0.0384983574764567,0.110507046281982,-0.0751453554622225,-0.173888082416496,0.127438222390437,0.117214036154434,0.08574065311983,0.11889878725652,0.261729470607628,-0.231446422669158,-0.180617591881805,-0.250456704236742,0.253804822672463,-0.0533862167042794,0.0886826974279543,-0.103639212728231,-0.0851969241106548,0.012406657262896,-0.0168966695054404,0.0866429124348969,0.261004717699569,0.131493870842244,-0.466697830231227,0.0402643560117729,-0.00809261850742962,-0.0415874816655363
-0.160938088271909,0.143673078751413,0.0893996720225531,-0.0857148466383622,0.109590911154922,0.0245368141310651,0.0726849716505829,0.0733570534857561,-0.0653546891227232,-0.00761355350007885,0.0988402120315069,-0.126927150958974,-0.0916145219557844,-0.314219501628587,0.00339974205578883,-0.0270877990110723,0.0234737372348266,-0.0547315972730994,-0.187213484511283,0.0314858326504986,-0.095503906154818,0.170535774425647,-0.00530765005258519,-0.0329905508080275,0.00382634300387107,0.0800572352432457,0.00231492390217557,0.0744515290215579,-0.0453607252713269,-0.101055343019561,-0.115650254330311,-0.144316727719911,-0.0677987188109916,-0.161074156258799,-0.161785284879896,-0.0390258915062086,0.0095676460322898,-0.00865381122091104,0.248533403146082,-0.220930761774081,-0.26326382889314,-0.119227272031646,-0.197209512070179,0.0449106462348406,0.035041880511127,-0.0490298742429672,0.211413591153652,-0.0248750802825936,0.112507592546482,-0.125903286418561,-0.0377057551580484,0.113467854399292,0.0522177722007494,-0.0464292215164223,-0.062253494234443,-0.243981862219986,0.0251460917200621,0.0796196119542799,-0.0250459415997552,0.152599826787517,0.0635550897038141,-0.139499590427141,0.0991025154781469,0.189136498206328,0.0179714258188579,-0.0161688925641727,0.0224119451686922,-0.0802853183577638,0.0822220885856319,0.0742386432799238,0.00853104163957488,0.0997623774673954,0.102186838936471,0.119810904344822,-0.0186434827246406,0.0218630569466829,-0.209983186896285,-0.123377595036394
-0.0388090790772506,0.00286726282106376,-0.0958392455766925,-0.0629211852329397,0.297903862194043,-0.14344914083343,0.0239800876046192,0.119862899449901,0.177608203489089,0.112153853616448,0.034017772078393,-0.149849199552051,-0.110723738676691,-0.139845081438582,-0.111184370541667,-0.00823815462670935,-0.0379726220383733,0.0900150765541282,-0.0269001713744651,-0.21754770730428,-0.0341340501302681,-0.0957915837728085,-0.0623310355031344,0.0808031947146352,-0.072910972299775,0.128106570252429,0.0988516902682865,0.144035878396482,-0.199823312743687,0.241601579997239,-0.0355879450228956,-0.0711088306232356,-0.0156690004476229,-0.056031735849616,-0.206591030495735,0.0283994713495691,-0.0810938115662014,-0.0713858071777726,0.128136377769291,-0.268890088981476,-0.0409409932965799,-0.11004370345203,-0.0173427001471137,0.160657743695018,0.0385428055118982,-0.0346991401711798,0.119216983423255,-0.0477373441950179,-0.0412561158219964,-0.145497521531128,-0.0264772194992265,0.123355000843488,0.101412173835446,0.0333501057449566,-0.147320325688622,-0.0174242407219585,-0.069482155973889,-0.137543736304191,-0.0563405590380305,0.0899691555334516,-0.0553004400741518,0.0135315972365985,0.0910938781806953,-0.0514564748740895,-0.20173129134518,0.0655512472648243,0.248294151776027,-0.0354447906783254,-0.228646986879853,0.0681520863807026,0.0286914991054718,-0.0846583819656637,0.0308256884780099,0.220330804599179,-0.138478966445894,-0.0493502887209153,-0.0798968442844236,-0.255185125951405
0.23328130336345,-0.0130719736566983,-0.0915554703914698,-0.073161046876948,0.283041456051824,0.0296523049391846,-0.0201128376781009,-0.149059314317574,-0.00361087159494012,0.135835534484055,0.0582362047145302,-0.0878149919311911,-0.109957045108928,0.138943900820653,0.0820140405570261,-0.032911701759429,0.0126286088117829,0.193832325914231,0.050784887552834,-0.352330088868168,0.172419114517061,0.0692774938960318,0.051771754850692,-0.118527488794671,-0.0196373207403078,0.0296086530555756,0.114293077191237,-0.0333660712545797,-0.16122797972857,0.0997306228615763,0.189645180241697,0.197013842896487,0.24589282662837,0.123586069730376,0.108740403871208,-0.154898423101059,-0.0511470778244092,0.30667634808939,0.151640511081869,0.0590000134997173,-0.150433133017359,0.00842760515626365,0.0880598545467666,0.0483737495469972,0.11215842493018,0.00675803951620475,0.0240493929450089,-0.143989022902164,0.0899351905727748,0.0401675206498776,0.0945251601096709,0.0676465569200965,-0.104602375053051,0.0278807713338616,0.0415752915745768,-0.108528676352585,-0.082115068791356,-0.0814064435586007,-0.00325917613236102,0.375207220650712,-0.00743644292271771,0.0277984547597295,-0.00999342830046667,-0.0501772645708336,-0.0936028577406404,-0.10419700672346,0.142141593137882,-0.0011152950734933,-0.107644643722047,0.191732932758311,-0.118328738918204,-0.0403021563633899,-0.0858292655772857,0.21129102729992,-0.101953690336023,0.0194465906889297,-0.00609853059115429,-0.161528675360325
