global_cluster2_ccf1_oni,global_cluster3_ccf1_oni,global_cluster3_ccf1_iod,global_cluster3_ccf2_oni,global_cluster3_ccf2_pdo,global_cluster3_ccf2_npgo,global_cluster4_ccf1_pdo,global_cluster8_ccf1_oni,global_cluster8_ccf1_pdo,global_cluster8_ccf3_pdo,global_cluster9_ccf1_oni,global_cluster16_ccf1_nao,global_cluster17_ccf1_oni,global_cluster18_ccf1_oni,global_cluster18_ccf2_oni,global_cluster18_ccf2_pdo,global_cluster19_ccf1_npgo,global_cluster20_ccf1_nao,global_cluster30_ccf1_oni,global_cluster30_ccf3_npgo,global_cluster35_ccf1_oni,global_cluster36_ccf3_nao,global_cluster46_ccf3_oni,global_cluster47_ccf3_pdo
-0.166337311408993,-0.000611571770298258,-0.0108709753713251,0.0253084692147162,-0.0449483199253857,-0.0631674474987701,0.182438861448427,0.0235866378877891,0.124130639270278,-0.0938493419225023,-0.0312113176848179,0.0229963780147735,0.0404930291403703,-0.157907031469696,0.054841575351121,0.0380412194189127,-0.010097742458252,0.00674362306705104,-0.0914329425538236,0.0720861879793671,0.0902958366425561,-0.00316524691245891,0.113812590081068,0.0996727222393127
-0.0143512902624728,-0.024550696560696,-0.0146478717036566,-0.0672344546294935,-0.0249896164123981,0.0546196648592894,0.0776721294712762,0.144682887733308,0.154846285921929,-0.166669726000832,0.0661694626622658,-0.0767567214790445,-0.0152074609570565,0.0788537085336943,0.0709547909473802,0.0909208215304895,-0.0475408761598549,-0.0756017935979324,0.0826144300497817,-0.0996794073022459,0.0410461835944033,0.172962598396928,0.00105425715299855,0.137628209910117
0.104164497335495,-0.0445912570141547,0.0476443344127816,0.133533658759138,0.0352724392302827,0.172916071843005,0.0258066937743908,-0.127590425301167,0.0790389957128964,-0.102879995595899,-0.0406067853009135,-0.029659997454561,0.0701246250057289,0.0466065665737619,-0.0355126353850019,0.184391130444104,0.0997693554566836,0.0586771970905336,0.054146240066342,-0.192288698282824,-0.0589549956891842,0.0497885150026493,-0.415724723491285,0.0214633918147059
-0.17351713269194,0.0709335823777657,0.0310503448177709,0.144871587192159,-0.116917399104458,0.268567309356855,-0.00432197051932208,0.00216831034012025,-0.0851746745743065,0.0397658373343821,-0.0319678123643842,-0.161302194832624,-0.145670969523697,-0.210292875045786,0.0408559746334657,0.203884366410453,0.204653526245645,-0.277013830805605,-0.163327858156159,-0.278488221158519,-0.256478832324473,-0.0598602587946106,0.0902249502111978,-0.0932304202089865
-0.154463929556258,-0.0678623935461621,0.0952524853852528,-0.190009696526873,-0.408006221891041,0.320322395412074,-0.132376657382215,-0.0247589614611918,-0.194520510419792,0.309123258493686,-0.00914046155462065,0.183040207987511,-0.313070781758212,-0.359296950469964,0.313364865052577,0.436535455677915,0.426047033704251,0.117457650621437,-0.0798224397769208,-0.329184951062597,-0.25549448279489,-0.0142545829841598,0.15061821562524,-0.401932432232495
0.403704326044392,-0.273330048300637,-0.44141316546417,-0.646877289948671,-0.467038729903304,0.415471445691787,-0.413304900736649,-0.413717295075969,-0.409008081122797,0.4164653886147,-0.405249182781496,-0.503427733079525,0.245903321178993,0.405025419693777,0.577139850074693,0.365590073397192,0.322722368700582,-0.519942918440838,0.484419693488432,-0.423353640951742,0.415655926350168,-0.42012716592954,-0.012200060382387,-0.335254439921068
0.182788591200834,0.473965359523912,0.294677140006978,-0.295458830923067,-0.125944333393973,0.203808752445926,-0.0995390736954579,-0.259305936104173,-0.175596137007557,0.0716184233750104,-0.232266138942368,0.0185478140868578,0.406478170512223,0.597705096838171,0.0110007353189624,-0.000683539674959623,0.00702186030164187,0.089595814399633,0.375174121347522,-0.47776118292074,0.333454639821938,-0.0402404591672299,-0.126176345444961,-0.210536786987662
0.0215900247331705,-0.0504724572335455,0.0238047979792385,0.203899808329164,0.202108059217888,-0.0950467488084581,0.0509454529523055,0.0819238238397993,-0.0332617197429635,-0.1145586296108,0.0857214222950432,0.0530733853509411,-0.182333666470985,-0.255844171942359,-0.17691101985111,-0.0918677524061009,0.0114031152750938,-0.134106617968793,-0.385379075728233,-0.255549248697126,-0.192647038791174,-0.201694504657364,-0.0917885012507103,0.0980846490928892
0.0678280280604369,-0.0632461939247341,-0.0509196909079976,0.172646280997222,0.239065149212731,-0.266071823031764,0.127493293955589,0.0995694605301686,-0.032856856115534,-0.19614390133056,0.125971471444722,-0.137260084805782,-0.213774037188036,-0.116573821822764,-0.101402185624614,-0.285393734008292,-0.0807234087353014,-0.0767586590671229,-0.0969555707630954,-0.0910915425762886,-0.187574152943597,0.0763790271432054,0.062323691567763,0.0920609807759033
0.0957688783514649,0.0731896518340283,-0.0108291051752415,0.126734595053334,0.122550653177905,-0.39532010811894,0.139440383833271,0.0911880692019709,0.0367590429539096,-0.0352283660502613,-0.0378205913719507,-0.0306452712930913,0.0140441669602741,0.0617770776493113,-0.0534050547087464,-0.0942900545648109,-0.00808784330477594,-0.00620535607673484,0.236681073241475,0.195049290688862,0.0189069144832016,-0.0154231478124221,0.0348249985466362,0.0130571336776522
-0.00452084107399387,0.0696539028351281,-0.042804098704891,0.0624541999545186,0.00531291420473958,-0.335414177997462,0.204722694284726,-0.0511491828457853,0.0790284372191456,0.0673100930390603,0.135865367238144,-0.0863290659435685,-0.0553239437265739,0.0151796831897696,0.00706870069577757,-0.0889101581792911,-0.0971337018957311,-0.0865036715668574,0.000314404765609569,0.176744288797569,0.152506726907416,0.113434241591649,0.202912960229677,-0.0633465697891857
