index,cluster,pc,cor
nao,1,2,0.337805812095488
npo,1,2,0.244963548495223
pdo,1,3,0.244802169283366
oni,2,1,0.403704326044392
iod,2,1,0.266912604971422
npgo,2,1,0.363942725115472
nao,2,2,0.263785816484423
iod,2,2,0.275390833563745
npgo,2,2,0.34323633344812
npo,2,2,0.305444060737722
oni,2,3,0.259147652834663
iod,2,3,0.383383644843805
oni,3,1,0.473965359523912
nao,3,1,0.256608297104712
iod,3,1,0.44141316546417
npo,3,1,0.268634493907385
oni,3,2,0.646877289948671
nao,3,2,0.309911979470988
pdo,3,2,0.467038729903304
iod,3,2,0.235062747093047
npgo,3,2,0.415471445691787
npo,3,2,0.260765946593546
iod,3,3,0.254819280397726
npgo,3,3,0.308369641870058
oni,4,1,0.352430173482129
pdo,4,1,0.413304900736649
iod,4,1,0.231325665105475
npgo,4,1,0.311140817400618
oni,4,2,0.307849414200548
nao,4,2,0.310500741373818
pdo,4,2,0.294911608801288
npo,4,2,0.278340062590061
nao,5,1,0.234229392448074
npo,5,1,0.244204987091215
nao,5,2,0.325979968181971
npgo,5,2,0.273131324517992
oni,5,3,0.270535620180034
npo,5,3,0.3273096065539
oni,6,1,0.271460384409419
nao,6,1,0.231784838526668
pdo,6,1,0.265333449734756
npgo,6,1,0.251814941233685
oni,6,2,0.299033159511551
iod,6,2,0.321381063867571
npgo,6,2,0.34171006849668
npo,6,2,0.274971028667348
oni,6,3,0.25235069417327
nao,6,3,0.329841895045597
pdo,6,3,0.241665822824889
iod,6,3,0.261409145366495
npgo,6,3,0.241057026746024
oni,7,1,0.282487034505045
nao,7,1,0.282004352479811
pdo,7,1,0.276768322671871
iod,7,1,0.245407820536664
npo,7,1,0.369957618207582
oni,7,2,0.266428110829481
nao,7,2,0.288597633407406
iod,7,2,0.233438100376885
oni,7,3,0.316022815793199
nao,7,3,0.236760506856027
pdo,7,3,0.255637187613742
iod,7,3,0.284777658888054
npo,7,3,0.374697383979136
oni,8,1,0.413717295075969
pdo,8,1,0.409008081122797
iod,8,1,0.298743328945677
npgo,8,1,0.243177257981797
npo,8,1,0.312802555333744
oni,8,2,0.234125640291926
nao,8,2,0.239487723861555
iod,8,2,0.260846822330485
npgo,8,2,0.241152225226336
oni,8,3,0.346275064625852
pdo,8,3,0.4164653886147
npgo,8,3,0.353723912078651
npo,8,3,0.294686711386046
oni,9,1,0.405249182781496
pdo,9,1,0.254707430844315
iod,9,1,0.300361462170136
npgo,9,1,0.272927556648417
oni,9,2,0.316296359565692
npgo,9,2,0.28810073668856
npo,9,2,0.276459524759183
iod,9,3,0.262992544802088
npgo,9,3,0.398971780793478
oni,10,1,0.34466958413797
nao,10,1,0.258315538050517
pdo,10,1,0.29343424197691
npgo,10,1,0.27267983945406
npo,10,1,0.273666152112027
oni,10,2,0.287090664319152
nao,10,2,0.406368274520991
iod,10,2,0.245072955320582
npgo,10,2,0.23361142171319
nao,10,3,0.269321107757611
pdo,10,3,0.294048256137095
oni,11,1,0.312467016187959
nao,11,1,0.354656302542614
pdo,11,1,0.388687569775847
npgo,11,1,0.34406291201873
nao,11,2,0.250981989624442
pdo,11,2,0.265480202244001
npgo,11,2,0.232744059987816
npo,11,2,0.307312672669003
oni,12,1,0.262711273480505
npgo,12,1,0.244642116899395
npo,12,1,0.298319080521954
oni,12,2,0.327021652278602
pdo,12,2,0.340098204454842
npgo,12,2,0.285980047544328
iod,12,3,0.360785180840097
nao,13,1,0.25641604831983
iod,13,1,0.240564064428782
npo,13,1,0.28103947680375
oni,13,2,0.258668325063834
pdo,13,2,0.271433773161373
iod,13,2,0.285515513162447
npo,13,2,0.269974807516957
pdo,13,3,0.241861231024515
npgo,13,3,0.307065254766014
npo,13,3,0.258627825376164
oni,14,1,0.278594437347553
nao,14,1,0.252299944254963
iod,14,1,0.294713057798655
npgo,14,1,0.362044356358477
npo,14,1,0.367645083171036
nao,14,2,0.254732670598557
npo,14,2,0.349505402667803
oni,14,3,0.279734724972808
pdo,14,3,0.280776951010517
iod,14,3,0.298212456630094
npgo,14,3,0.260858549624413
iod,15,1,0.272281465888268
nao,15,2,0.259977459463309
oni,15,3,0.359256520370207
nao,15,3,0.314453327375187
npgo,15,3,0.277251906647578
npo,15,3,0.391261612788231
oni,16,1,0.236715241757935
nao,16,1,0.331579930763922
pdo,16,1,0.25045630447805
npgo,16,1,0.329760188799644
npo,16,1,0.270187233327967
nao,16,2,0.234843517696788
pdo,16,2,0.262892467398522
oni,16,3,0.328445386500493
nao,16,3,0.240057552542771
oni,17,1,0.339796787230024
nao,17,1,0.449992388076193
pdo,17,1,0.284295052445553
npgo,17,1,0.257529502340897
npo,17,2,0.271968671234053
oni,17,3,0.387590248878929
nao,17,3,0.317908421295341
npgo,17,3,0.291812954623018
npo,17,3,0.340679129368298
oni,18,1,0.406478170512223
nao,18,1,0.308655868755767
pdo,18,1,0.290995867121089
npo,18,1,0.297650554254704
nao,18,2,0.252206628300487
npgo,18,2,0.273807847887585
npo,18,2,0.233415992289922
oni,18,3,0.365730031924524
pdo,18,3,0.237923574582074
iod,18,3,0.236659836785316
npo,18,3,0.287565803928359
oni,19,1,0.597705096838171
nao,19,1,0.330798193811361
pdo,19,1,0.317817057684519
npgo,19,1,0.253477921576389
npo,19,1,0.357649608888269
oni,19,2,0.577139850074693
nao,19,2,0.244729593079616
pdo,19,2,0.436535455677915
iod,19,2,0.312644546791481
npgo,19,2,0.362231960440202
npo,19,2,0.378457788882973
oni,19,3,0.276980797878824
nao,19,3,0.327902764130574
iod,19,3,0.32268041191249
oni,20,1,0.34617104610551
nao,20,1,0.318278334819148
pdo,20,1,0.279337181756393
iod,20,1,0.268357375546329
npgo,20,1,0.426047033704251
oni,20,2,0.253336378220844
nao,20,2,0.257708215005668
iod,20,2,0.253070176309148
npo,20,2,0.23489673102612
oni,21,1,0.335025772928609
nao,21,1,0.519942918440838
pdo,21,1,0.241301528347135
iod,21,1,0.237451272566641
npgo,21,1,0.356921534376754
npo,21,1,0.246622048571017
nao,21,2,0.326475256504252
nao,21,3,0.268994515113483
oni,22,2,0.322355781153496
nao,22,2,0.241468820971282
pdo,22,2,0.236035647797245
npgo,22,2,0.363027499761871
oni,22,3,0.26024379537116
nao,22,3,0.251486645097107
pdo,22,3,0.247614717673097
iod,22,3,0.277321631776567
npgo,22,3,0.266673550075612
oni,23,1,0.320421936776582
nao,23,2,0.379443981848433
iod,23,2,0.258470719822457
npo,23,2,0.233490776760392
oni,23,3,0.366623151080214
pdo,23,3,0.350285018185803
oni,24,1,0.318342114562082
nao,24,2,0.244839160052036
oni,24,3,0.234330038864679
nao,24,3,0.354088833837984
oni,25,1,0.378799793031557
npgo,25,1,0.331575042823176
npo,25,1,0.249775894209354
oni,25,2,0.302528908543381
pdo,25,2,0.245264580797467
iod,25,2,0.340504362133465
npgo,25,2,0.370001681078491
pdo,25,3,0.243116906437422
iod,25,3,0.287802669887243
oni,26,1,0.234618207760043
nao,26,1,0.544072219353294
pdo,26,1,0.276055132372257
nao,26,3,0.259631659969061
pdo,27,1,0.280110348251532
oni,27,2,0.236230485948793
nao,27,2,0.356751572031339
pdo,27,2,0.239926641977672
npgo,27,2,0.296384851420223
oni,27,3,0.317789470682078
nao,27,3,0.389989282491526
iod,27,3,0.253594436683613
npo,27,3,0.281212107453319
oni,28,1,0.300776116018408
nao,28,1,0.330578128867039
npo,28,1,0.305941120605282
nao,28,2,0.252237431998529
npo,28,2,0.236434921356495
oni,28,3,0.23292445810911
nao,28,3,0.25794880139175
pdo,28,3,0.316778850372074
iod,28,3,0.264903393344258
npo,28,3,0.291520999152419
nao,29,1,0.265605015612878
nao,29,2,0.232531779443956
iod,29,2,0.236566057220459
npgo,29,2,0.242011826960139
nao,29,3,0.43874622796041
npgo,29,3,0.269741982054767
nao,30,1,0.329010026883913
iod,30,1,0.302930757480894
oni,30,2,0.296921441418111
nao,30,2,0.259421528091286
npgo,30,2,0.262840298368752
nao,30,3,0.251810992138311
pdo,30,3,0.340010214190925
oni,31,1,0.232739128041178
nao,31,1,0.305359546735242
pdo,31,1,0.245714878532416
nao,31,2,0.239466276318156
npo,31,2,0.290989868860537
oni,31,3,0.323198001014751
oni,32,1,0.241709157469841
nao,32,1,0.312937011215286
pdo,32,1,0.2341983072178
npgo,32,1,0.233537879193932
oni,32,2,0.268412155836058
iod,32,2,0.242476647021606
oni,32,3,0.259256406944221
nao,32,3,0.282146047059216
pdo,32,3,0.385136177548763
npgo,32,3,0.315072055437671
oni,33,1,0.484419693488432
pdo,33,1,0.300142416612149
iod,33,1,0.349713939643897
iod,33,2,0.31377171782225
npgo,33,2,0.266840937533855
oni,33,3,0.309133633037695
pdo,33,3,0.249375759418463
npgo,33,3,0.47776118292074
oni,34,1,0.36612318358368
pdo,34,1,0.239025874363608
iod,34,1,0.234159759786725
npo,34,1,0.259463729582706
oni,34,2,0.31958091399923
pdo,34,2,0.262323094482244
iod,34,2,0.321379542773685
npo,34,2,0.243952095045294
oni,34,3,0.243673969884253
nao,34,3,0.253988976235098
iod,34,3,0.232483048476467
npgo,34,3,0.247906639454399
npo,34,3,0.233314396430178
oni,35,1,0.36743913873592
nao,35,1,0.368458761973555
pdo,35,1,0.244363177399885
npo,35,1,0.262446910977027
nao,35,2,0.234164105711317
pdo,35,2,0.255925721922018
nao,35,3,0.373246961081861
pdo,35,3,0.243968925912326
oni,36,1,0.279511412966483
nao,36,1,0.33417957830806
pdo,36,1,0.336376474861838
npo,36,1,0.286704988562493
oni,36,2,0.248724359663203
nao,36,2,0.366629242318842
nao,36,3,0.249213655189574
pdo,36,3,0.231356768536241
nao,37,1,0.231928256622223
pdo,37,1,0.345053022166612
npo,37,1,0.317203659352184
nao,37,3,0.275967724678636
npgo,37,3,0.264027841178933
oni,38,1,0.415655926350168
nao,38,1,0.236638616041219
pdo,38,1,0.37358545221249
npo,38,1,0.255705382035085
oni,38,2,0.278727785111719
nao,38,2,0.273812048011964
oni,38,3,0.299670141781253
iod,38,3,0.262950729625015
npo,38,3,0.2794922985241
oni,39,1,0.265894508324417
nao,39,1,0.280606617066977
npgo,39,1,0.242041566324621
oni,39,2,0.304196031038017
nao,39,2,0.236189882195857
iod,39,2,0.276083641915149
npgo,39,2,0.259589040473365
oni,39,3,0.327143350533608
nao,39,3,0.42012716592954
iod,39,3,0.240924837161735
npgo,39,3,0.370929692442803
oni,40,1,0.255156404354981
pdo,40,1,0.303344080716358
iod,40,1,0.236090306839485
oni,40,3,0.26676423233053
nao,40,3,0.247849506614826
npgo,40,3,0.251740457673844
npo,40,3,0.287517465960712
oni,41,1,0.299188920057888
nao,41,1,0.257099533519517
pdo,41,1,0.279022631162585
npgo,41,1,0.336678650662845
oni,41,2,0.265916481615751
iod,41,2,0.262347903802815
npgo,41,2,0.2816232465067
npo,41,2,0.334872462698971
nao,41,3,0.320700621261591
nao,42,1,0.290929506201711
nao,42,3,0.358158119187736
pdo,43,1,0.233667236510844
iod,43,1,0.30825667904984
pdo,43,2,0.259115205896958
npgo,43,2,0.342713443624888
oni,43,3,0.328898344934914
nao,43,3,0.269765739095234
oni,44,1,0.235874248588222
nao,44,1,0.262817918652102
npo,44,1,0.28568670762943
iod,44,2,0.274916908395131
nao,44,3,0.250678247110639
nao,45,1,0.271827076458935
nao,45,2,0.31015139010487
oni,45,3,0.329955941768686
pdo,45,3,0.236583343982615
npo,45,3,0.293735206236854
oni,46,1,0.234742036291668
nao,46,1,0.320328768665675
iod,46,1,0.274535100257497
oni,46,2,0.308797299249703
nao,46,2,0.305757096013317
pdo,46,2,0.267147039162638
npgo,46,2,0.321290698034429
pdo,46,3,0.315823755174543
npo,46,3,0.298621217770458
nao,47,1,0.243454728047597
nao,47,2,0.327552489289201
npgo,47,2,0.272642464664974
npo,47,2,0.290931669652954
oni,47,3,0.253766171323156
pdo,47,3,0.270184060711751
pdo,48,1,0.247895214532792
npgo,48,1,0.276340361728464
oni,48,2,0.305781947160658
pdo,48,2,0.27497304038736
npo,48,2,0.256927784759323
oni,48,3,0.262792207419556
nao,48,3,0.254133153468926
npgo,48,3,0.267846319551524
npo,48,3,0.24773470935436
nao,49,1,0.231643839950763
pdo,49,1,0.269302806905908
npgo,49,1,0.269840999988838
oni,49,2,0.315651547615179
nao,49,2,0.323160316857371
npgo,49,2,0.303804059195224
npo,49,2,0.306767966331926
oni,49,3,0.415724723491285
pdo,49,3,0.281414996963594
npo,49,3,0.295641273682179
oni,50,1,0.326107113571291
iod,50,1,0.278633543986384
npo,50,1,0.274850613884077
oni,50,2,0.295858978281066
nao,50,2,0.259108513921453
pdo,50,2,0.274778236220864
npgo,50,2,0.344338481840807
npo,50,2,0.251627679076938
oni,50,3,0.28396964071555
oni,51,1,0.233691332681402
pdo,51,1,0.238924268720871
npo,51,1,0.347533712909192
oni,51,2,0.246310253387723
pdo,51,2,0.29187327329987
npgo,51,2,0.251245242016301
nao,51,3,0.379023347387903
npo,51,3,0.279562057156561
oni,52,2,0.419440437293463
pdo,52,2,0.30344805122941
iod,52,2,0.299763422670205
npgo,52,2,0.370555128097087
npo,52,3,0.233653713491022
oni,53,1,0.393323456773516
nao,53,1,0.240563468502775
pdo,53,1,0.241614307465967
npo,53,1,0.246482919435448
nao,53,3,0.257871575579022
npo,53,3,0.261786710693142
npgo,54,1,0.295741694618867
npo,54,1,0.316698937567648
nao,54,3,0.236094318727729
