index,region,cluster,pc,cor
oni,Africa,1,1,0.23328130336345
npo,Americas,1,1,0.339571489332472
oni,Antarctica,1,2,0.308626256424418
pdo,Asia,1,2,0.290168925717655
npgo,Europe,1,2,0.297903862194043
nao,Oceania,1,3,0.27905689582341
nao,Africa,2,1,0.262828880177801
oni,Americas,2,2,0.259378089473979
nao,Antarctica,2,2,0.284448144265392
oni,Asia,2,3,cor04
nao,Europe,2,3,0.253003996872368
iod,Oceania,2,3,0.241800018635553
npgo,Africa,2,3,0.264717586643755
oni,Americas,3,1,cor04
nao,Antarctica,3,1,0.261268639792096
pdo,Asia,3,1,0.344856632654216
iod,Europe,3,1,0.250916937561969
npgo,Oceania,3,1,0.268755254535676
npo,Africa,3,1,0.362989190322496
oni,Americas,3,2,cor04
nao,Antarctica,3,2,0.311943420274207
iod,Asia,3,2,0.351685107556244
npgo,Europe,3,2,0.235353463042422
npo,Oceania,3,2,0.328959302163675
pdo,Africa,3,3,0.293128684421447
npo,Americas,3,3,0.254950760697828
oni,Antarctica,4,1,0.369961526926942
pdo,Asia,4,1,0.311044826381475
iod,Europe,4,1,0.278098621372314
npgo,Oceania,4,1,0.264111392380451
nao,Africa,4,2,0.241601579997239
nao,Americas,4,3,0.239682119327144
iod,Antarctica,4,3,0.327520919254832
npo,Asia,4,3,0.24589282662837
oni,Europe,5,1,0.298439444262158
nao,Oceania,5,1,0.270222801519063
pdo,Africa,5,1,0.2500240554203
npgo,Americas,5,1,0.243689297442487
npo,Antarctica,5,1,0.359916964420895
oni,Asia,5,2,0.241624282078975
iod,Europe,5,2,0.30750147156783
npgo,Oceania,5,2,0.272833040215492
oni,Africa,5,3,0.27151841921213
iod,Americas,5,3,0.263298973608877
oni,Antarctica,6,1,cor04
pdo,Asia,6,1,cor04
iod,Europe,6,1,0.250668405108853
npgo,Oceania,6,1,0.286566703547964
npo,Africa,6,1,0.308728111918874
oni,Americas,6,2,0.260105595642693
pdo,Antarctica,6,3,0.245474510947508
npgo,Asia,6,3,0.23807207498584
oni,Europe,7,1,0.36873232110315
nao,Oceania,7,1,cor04
pdo,Africa,7,1,0.251477349594224
oni,Americas,7,2,0.365323441113762
pdo,Antarctica,7,2,0.294062582241199
npo,Asia,7,2,0.298109887158642
oni,Europe,7,3,0.275114234008599
pdo,Oceania,7,3,0.3186362070317
iod,Africa,7,3,0.27361154801297
npgo,Americas,7,3,0.273090810523436
npo,Antarctica,7,3,0.235067546975037
oni,Asia,8,1,0.24758087425133
nao,Europe,8,1,0.317216202268268
iod,Oceania,8,1,0.239797233347169
npgo,Africa,8,1,0.358560151859485
npo,Americas,8,1,0.346423508910061
npo,Antarctica,8,2,0.242920069113495
oni,Asia,8,3,0.286769661527298
pdo,Europe,8,3,0.252459864477816
iod,Oceania,8,3,0.286153525538412
npgo,Africa,8,3,0.278144150744779
iod,Americas,9,1,0.272281465888268
nao,Antarctica,9,2,0.259977459463309
oni,Asia,9,3,0.359256520370207
nao,Europe,9,3,0.314453327375187
npgo,Oceania,9,3,0.277251906647578
npo,Africa,9,3,0.391261612788231
oni,Americas,10,1,0.341888875038247
nao,Antarctica,10,1,cor04
pdo,Asia,10,1,0.291656234061933
iod,Europe,10,1,0.274985617988198
npgo,Oceania,10,1,cor04
nao,Africa,10,2,0.361690720511269
npgo,Americas,10,2,0.302913582750333
npo,Antarctica,10,2,0.283236997745732
iod,Asia,10,3,0.23589800030975
oni,Europe,11,1,0.364600085660732
npgo,Oceania,11,1,0.338215853455418
npo,Africa,11,1,0.263488047603082
oni,Americas,11,3,0.265541914566358
iod,Antarctica,11,3,0.354050818777561
npgo,Asia,11,3,0.358873719083577
oni,Europe,12,1,0.310443146742928
nao,Oceania,12,1,0.375207220650712
pdo,Africa,12,1,0.349624859092909
npgo,Americas,12,1,0.231446422669158
npo,Antarctica,12,1,0.317752477387637
nao,Asia,12,2,0.360264227439373
oni,Europe,12,3,0.253804822672463
nao,Oceania,12,3,0.377373475065459
npgo,Africa,12,3,0.248294151776027
npo,Americas,12,3,0.266521591634415
oni,Antarctica,13,1,0.256787152336751
oni,Asia,13,2,0.235202910884256
nao,Europe,13,2,0.367125275228918
pdo,Oceania,13,2,0.231263957488712
npgo,Africa,13,2,cor04
oni,Americas,13,3,0.260538289928153
iod,Antarctica,13,3,0.237804392717427
nao,Asia,14,1,0.314072409690726
iod,Europe,14,1,0.256721501039738
npgo,Oceania,14,1,0.234989092505666
oni,Africa,14,2,0.293852141220768
pdo,Americas,14,2,0.275479472790718
npgo,Antarctica,14,2,0.237095496608764
npo,Asia,14,2,cor04
oni,Europe,14,3,0.331693655526361
nao,Oceania,14,3,0.300685268530851
npgo,Africa,14,3,0.309101557161638
oni,Americas,1,1,0.23328130336345
npo,Antarctica,1,1,0.339571489332472
oni,Asia,1,2,0.308626256424418
pdo,Europe,1,2,0.290168925717655
npgo,Oceania,1,2,0.297903862194043
nao,Africa,1,3,0.27905689582341
nao,Americas,2,1,0.262828880177801
oni,Antarctica,2,2,0.259378089473979
nao,Asia,2,2,0.284448144265392
oni,Europe,2,3,cor04
nao,Oceania,2,3,0.253003996872368
iod,Africa,2,3,0.241800018635553
npgo,Americas,2,3,0.264717586643755
oni,Antarctica,3,1,cor04
nao,Asia,3,1,0.261268639792096
pdo,Europe,3,1,0.344856632654216
iod,Oceania,3,1,0.250916937561969
npgo,Africa,3,1,0.268755254535676
npo,Americas,3,1,0.362989190322496
oni,Antarctica,3,2,cor04
nao,Asia,3,2,0.311943420274207
iod,Europe,3,2,0.351685107556244
npgo,Oceania,3,2,0.235353463042422
npo,Africa,3,2,0.328959302163675
pdo,Americas,3,3,0.293128684421447
npo,Antarctica,3,3,0.254950760697828
oni,Asia,4,1,0.369961526926942
pdo,Europe,4,1,0.311044826381475
iod,Oceania,4,1,0.278098621372314
npgo,Africa,4,1,0.264111392380451
nao,Americas,4,2,0.241601579997239
nao,Antarctica,4,3,0.239682119327144
iod,Asia,4,3,0.327520919254832
npo,Europe,4,3,0.24589282662837
oni,Oceania,5,1,0.298439444262158
nao,Africa,5,1,0.270222801519063
pdo,Americas,5,1,0.2500240554203
npgo,Antarctica,5,1,0.243689297442487
npo,Asia,5,1,0.359916964420895
oni,Europe,5,2,0.241624282078975
iod,Oceania,5,2,0.30750147156783
npgo,Africa,5,2,0.272833040215492
oni,Americas,5,3,0.27151841921213
iod,Antarctica,5,3,0.263298973608877
oni,Asia,6,1,cor04
pdo,Europe,6,1,cor04
iod,Oceania,6,1,0.250668405108853
npgo,Africa,6,1,0.286566703547964
npo,Americas,6,1,0.308728111918874
oni,Antarctica,6,2,0.260105595642693
pdo,Asia,6,3,0.245474510947508
npgo,Europe,6,3,0.23807207498584
oni,Oceania,7,1,0.36873232110315
nao,Africa,7,1,cor04
pdo,Americas,7,1,0.251477349594224
oni,Antarctica,7,2,0.365323441113762
pdo,Asia,7,2,0.294062582241199
npo,Europe,7,2,0.298109887158642
oni,Oceania,7,3,0.275114234008599
pdo,Africa,7,3,0.3186362070317
iod,Americas,7,3,0.27361154801297
npgo,Antarctica,7,3,0.273090810523436
npo,Asia,7,3,0.235067546975037
oni,Europe,8,1,0.24758087425133
nao,Oceania,8,1,0.317216202268268
iod,Africa,8,1,0.239797233347169
npgo,Americas,8,1,0.358560151859485
npo,Antarctica,8,1,0.346423508910061
npo,Asia,8,2,0.242920069113495
oni,Europe,8,3,0.286769661527298
pdo,Oceania,8,3,0.252459864477816
iod,Africa,8,3,0.286153525538412
npgo,Americas,8,3,0.278144150744779
iod,Antarctica,9,1,0.272281465888268
nao,Asia,9,2,0.259977459463309
oni,Europe,9,3,0.359256520370207
nao,Oceania,9,3,0.314453327375187
npgo,Africa,9,3,0.277251906647578
npo,Americas,9,3,0.391261612788231
oni,Antarctica,10,1,0.341888875038247
nao,Asia,10,1,cor04
pdo,Europe,10,1,0.291656234061933
iod,Oceania,10,1,0.274985617988198
npgo,Africa,10,1,cor04
nao,Americas,10,2,0.361690720511269
npgo,Antarctica,10,2,0.302913582750333
npo,Asia,10,2,0.283236997745732
iod,Europe,10,3,0.23589800030975
oni,Oceania,11,1,0.364600085660732
npgo,Africa,11,1,0.338215853455418
npo,Americas,11,1,0.263488047603082
oni,Antarctica,11,3,0.265541914566358
iod,Asia,11,3,0.354050818777561
npgo,Europe,11,3,0.358873719083577
oni,Oceania,12,1,0.310443146742928
nao,Africa,12,1,0.375207220650712
pdo,Americas,12,1,0.349624859092909
npgo,Antarctica,12,1,0.231446422669158
npo,Asia,12,1,0.317752477387637
nao,Europe,12,2,0.360264227439373
oni,Oceania,12,3,0.253804822672463
nao,Africa,12,3,0.377373475065459
npgo,Americas,12,3,0.248294151776027
npo,Antarctica,12,3,0.266521591634415
oni,Asia,13,1,0.256787152336751
oni,Europe,13,2,0.235202910884256
nao,Oceania,13,2,0.367125275228918
pdo,Africa,13,2,0.231263957488712
npgo,Americas,13,2,cor04
oni,Antarctica,13,3,0.260538289928153
iod,Asia,13,3,0.237804392717427
nao,Europe,14,1,0.314072409690726
iod,Oceania,14,1,0.256721501039738
npgo,Africa,14,1,0.234989092505666
oni,Americas,14,2,0.293852141220768
pdo,Antarctica,14,2,0.275479472790718
npgo,Asia,14,2,0.237095496608764
npo,Europe,14,2,cor04
oni,Oceania,14,3,0.331693655526361
nao,Africa,14,3,0.300685268530851
npgo,Americas,14,3,0.309101557161638
oni,Antarctica,1,1,0.23328130336345
npo,Asia,1,1,0.339571489332472
oni,Europe,1,2,0.308626256424418
pdo,Oceania,1,2,0.290168925717655
npgo,Africa,1,2,0.297903862194043
nao,Americas,1,3,0.27905689582341
nao,Antarctica,2,1,0.262828880177801
oni,Asia,2,2,0.259378089473979
nao,Europe,2,2,0.284448144265392
oni,Oceania,2,3,cor04
nao,Africa,2,3,0.253003996872368
iod,Americas,2,3,0.241800018635553
npgo,Antarctica,2,3,0.264717586643755
oni,Asia,3,1,cor04
nao,Europe,3,1,0.261268639792096
pdo,Oceania,3,1,0.344856632654216
iod,Africa,3,1,0.250916937561969
npgo,Americas,3,1,0.268755254535676
npo,Antarctica,3,1,0.362989190322496
oni,Asia,3,2,cor04
nao,Europe,3,2,0.311943420274207
iod,Oceania,3,2,0.351685107556244
npgo,Africa,3,2,0.235353463042422
npo,Americas,3,2,0.328959302163675
pdo,Antarctica,3,3,0.293128684421447
npo,Asia,3,3,0.254950760697828
oni,Europe,4,1,0.369961526926942
pdo,Oceania,4,1,0.311044826381475
iod,Africa,4,1,0.278098621372314
npgo,Americas,4,1,0.264111392380451
nao,Antarctica,4,2,0.241601579997239
nao,Asia,4,3,0.239682119327144
iod,Europe,4,3,0.327520919254832
npo,Oceania,4,3,0.24589282662837
oni,Africa,5,1,0.298439444262158
nao,Americas,5,1,0.270222801519063
pdo,Antarctica,5,1,0.2500240554203
npgo,Asia,5,1,0.243689297442487
npo,Europe,5,1,0.359916964420895
oni,Oceania,5,2,0.241624282078975
iod,Africa,5,2,0.30750147156783
npgo,Americas,5,2,0.272833040215492
oni,Antarctica,5,3,0.27151841921213
iod,Asia,5,3,0.263298973608877
oni,Europe,6,1,cor04
pdo,Oceania,6,1,cor04
iod,Africa,6,1,0.250668405108853
npgo,Americas,6,1,0.286566703547964
npo,Antarctica,6,1,0.308728111918874
oni,Asia,6,2,0.260105595642693
pdo,Europe,6,3,0.245474510947508
npgo,Oceania,6,3,0.23807207498584
oni,Africa,7,1,0.36873232110315
nao,Americas,7,1,cor04
pdo,Antarctica,7,1,0.251477349594224
oni,Asia,7,2,0.365323441113762
pdo,Europe,7,2,0.294062582241199
npo,Oceania,7,2,0.298109887158642
oni,Africa,7,3,0.275114234008599
pdo,Americas,7,3,0.3186362070317
iod,Antarctica,7,3,0.27361154801297
npgo,Asia,7,3,0.273090810523436
npo,Europe,7,3,0.235067546975037
oni,Oceania,8,1,0.24758087425133
nao,Africa,8,1,0.317216202268268
iod,Americas,8,1,0.239797233347169
npgo,Antarctica,8,1,0.358560151859485
npo,Asia,8,1,0.346423508910061
npo,Europe,8,2,0.242920069113495
oni,Oceania,8,3,0.286769661527298
pdo,Africa,8,3,0.252459864477816
iod,Americas,8,3,0.286153525538412
npgo,Antarctica,8,3,0.278144150744779
iod,Asia,9,1,0.272281465888268
nao,Europe,9,2,0.259977459463309
oni,Oceania,9,3,0.359256520370207
nao,Africa,9,3,0.314453327375187
npgo,Americas,9,3,0.277251906647578
npo,Antarctica,9,3,0.391261612788231
oni,Asia,10,1,0.341888875038247
nao,Europe,10,1,cor04
pdo,Oceania,10,1,0.291656234061933
iod,Africa,10,1,0.274985617988198
npgo,Americas,10,1,cor04
nao,Antarctica,10,2,0.361690720511269
npgo,Asia,10,2,0.302913582750333
npo,Europe,10,2,0.283236997745732
iod,Oceania,10,3,0.23589800030975
oni,Africa,11,1,0.364600085660732
npgo,Americas,11,1,0.338215853455418
npo,Antarctica,11,1,0.263488047603082
oni,Asia,11,3,0.265541914566358
iod,Europe,11,3,0.354050818777561
npgo,Oceania,11,3,0.358873719083577
oni,Africa,12,1,0.310443146742928
nao,Americas,12,1,0.375207220650712
pdo,Antarctica,12,1,0.349624859092909
npgo,Asia,12,1,0.231446422669158
npo,Europe,12,1,0.317752477387637
nao,Oceania,12,2,0.360264227439373
oni,Africa,12,3,0.253804822672463
nao,Americas,12,3,0.377373475065459
npgo,Antarctica,12,3,0.248294151776027
npo,Asia,12,3,0.266521591634415
oni,Europe,13,1,0.256787152336751
oni,Oceania,13,2,0.235202910884256
nao,Africa,13,2,0.367125275228918
pdo,Americas,13,2,0.231263957488712
npgo,Antarctica,13,2,cor04
oni,Asia,13,3,0.260538289928153
iod,Europe,13,3,0.237804392717427
nao,Oceania,14,1,0.314072409690726
iod,Africa,14,1,0.256721501039738
npgo,Americas,14,1,0.234989092505666
oni,Antarctica,14,2,0.293852141220768
pdo,Asia,14,2,0.275479472790718
npgo,Europe,14,2,0.237095496608764
npo,Oceania,14,2,cor04
oni,Africa,14,3,0.331693655526361
nao,Americas,14,3,0.300685268530851
npgo,Antarctica,14,3,0.309101557161638
oni,Asia,1,1,0.23328130336345
npo,Europe,1,1,0.339571489332472
oni,Oceania,1,2,0.308626256424418
pdo,Africa,1,2,0.290168925717655
npgo,Americas,1,2,0.297903862194043
nao,Antarctica,1,3,0.27905689582341
nao,Asia,2,1,0.262828880177801
oni,Europe,2,2,0.259378089473979
nao,Oceania,2,2,0.284448144265392
oni,Africa,2,3,cor04
nao,Americas,2,3,0.253003996872368
iod,Antarctica,2,3,0.241800018635553
npgo,Asia,2,3,0.264717586643755
oni,Europe,3,1,cor04
nao,Oceania,3,1,0.261268639792096
pdo,Africa,3,1,0.344856632654216
iod,Americas,3,1,0.250916937561969
npgo,Antarctica,3,1,0.268755254535676
npo,Asia,3,1,0.362989190322496
oni,Europe,3,2,cor04
nao,Oceania,3,2,0.311943420274207
iod,Africa,3,2,0.351685107556244
npgo,Americas,3,2,0.235353463042422
npo,Antarctica,3,2,0.328959302163675
pdo,Asia,3,3,0.293128684421447
npo,Europe,3,3,0.254950760697828
oni,Oceania,4,1,0.369961526926942
pdo,Africa,4,1,0.311044826381475
iod,Americas,4,1,0.278098621372314
npgo,Antarctica,4,1,0.264111392380451
nao,Asia,4,2,0.241601579997239
nao,Europe,4,3,0.239682119327144
iod,Oceania,4,3,0.327520919254832
npo,Africa,4,3,0.24589282662837
oni,Americas,5,1,0.298439444262158
nao,Antarctica,5,1,0.270222801519063
pdo,Asia,5,1,0.2500240554203
npgo,Europe,5,1,0.243689297442487
npo,Oceania,5,1,0.359916964420895
oni,Africa,5,2,0.241624282078975
iod,Americas,5,2,0.30750147156783
npgo,Antarctica,5,2,0.272833040215492
oni,Asia,5,3,0.27151841921213
iod,Europe,5,3,0.263298973608877
oni,Oceania,6,1,cor04
pdo,Africa,6,1,cor04
iod,Americas,6,1,0.250668405108853
npgo,Antarctica,6,1,0.286566703547964
npo,Asia,6,1,0.308728111918874
oni,Europe,6,2,0.260105595642693
pdo,Oceania,6,3,0.245474510947508
npgo,Africa,6,3,0.23807207498584
oni,Americas,7,1,0.36873232110315
nao,Antarctica,7,1,cor04
pdo,Asia,7,1,0.251477349594224
oni,Europe,7,2,0.365323441113762
pdo,Oceania,7,2,0.294062582241199
npo,Africa,7,2,0.298109887158642
oni,Americas,7,3,0.275114234008599
pdo,Antarctica,7,3,0.3186362070317
iod,Asia,7,3,0.27361154801297
npgo,Europe,7,3,0.273090810523436
npo,Oceania,7,3,0.235067546975037
oni,Africa,8,1,0.24758087425133
nao,Americas,8,1,0.317216202268268
iod,Antarctica,8,1,0.239797233347169
npgo,Asia,8,1,0.358560151859485
npo,Europe,8,1,0.346423508910061
npo,Oceania,8,2,0.242920069113495
oni,Africa,8,3,0.286769661527298
pdo,Americas,8,3,0.252459864477816
iod,Antarctica,8,3,0.286153525538412
npgo,Asia,8,3,0.278144150744779
iod,Europe,9,1,0.272281465888268
