PC1,PC2,PC3
-1.46653301050436,1.3592078271344,-2.94942826405593
-10.8767958374864,-6.02874437256869,-1.1115413453105
-5.47093424376765,-5.90174211979625,6.61667928519735
-11.122025153152,2.9307981371584,3.81197023986294
-12.8933532733937,8.84483091767942,-0.339780578349846
7.34957917116642,9.53886625126408,5.59822430254927
15.23995503513,0.611300602979931,6.12102127820242
-1.03906537125826,-4.60230926221733,7.28751451554047
-13.7473083050887,2.19725460240436,-2.3020979932775
28.2576959362442,-11.4245252516772,-1.70263194875707
-9.81700666596676,8.98807548264067,1.27229338496068
-8.69341235148454,1.1036410742004,-4.82425092151189
-5.12158346378368,-8.17496688246362,5.78917179134104
5.99343772421813,-3.88985428004699,-10.6821047786941
13.4839588928388,2.26426571519082,-4.37187498053861
9.37154783720164,1.61800955324769,-5.82824046107761
1.40811655634392,-5.79095046403117,-3.8962794166877
14.956543012162,-0.403116941225805,-1.17171138468194
-18.3802518588293,-0.90950473521073,4.98160820205452
4.31239669903373,-3.47587973517561,-4.29000415520333
19.1589883214328,9.64214518322856,1.28281991114891
22.5688302220417,5.50053696494256,-1.33314684927898
10.6125152388929,1.99577790176199,-8.61031197341634
28.425443139405,-6.90970271679507,1.53964974362094
13.9664832543695,6.96148485947978,2.4051322636955
1.28043131037148,10.1320234149035,2.83240611566382
8.40136436288352,0.0171541139108276,0.638970470547313
-11.7729671858197,6.22911071072686,-1.0701372086826
-44.5522165287381,6.47636870017966,2.59020814137302
-21.7592014479168,-14.1671661028062,2.14038810638429
-23.0460076181427,-2.94084664739792,-2.76721909211546
-25.1400960116929,-7.46165071842809,0.493738238459056
-28.8513807293246,4.01766584012706,-2.51043858986432
1.49261988192109,-4.52532202918833,1.54070300811043
29.1015299000056,1.83594488402948,1.7711331687713
-4.16843334578292,-0.170840077979521,3.67688808741671
-10.7705862996348,2.77052963242233,-5.16258329431856
-7.69440870599565,-5.98257566261073,3.78465543754724
14.7069572803484,-2.87825623786472,-1.42646610347668
-13.9800814347547,6.37680012260486,-0.954596211047804
0.744211994010974,-0.741804917098727,6.01278149041167
-7.27843309591473,4.97702848626863,-1.37639524160545
21.1450557539912,4.87356728374366,-7.2232264566951
17.683713622641,-3.69644406539839,6.41281142261959
-1.07394575836913,1.81834131100872,4.96713636118315
14.5956179225062,2.86919348149355,5.21894299273927
2.42754658116669,6.57319463416222,3.46879039560711
-14.7105217792252,-1.91133973719714,0.919786864172391
-19.9151855977955,-18.4458869041048,1.11722012283342
2.03599095548184,-13.6314033250641,2.07568428775177
11.1541333252895,-3.37954045861092,-3.2398454988187
1.08709825078881,5.48085311649405,-8.77345250724407
7.25085394303951,2.12614206965803,-7.96536362779345
-10.2456952272476,-0.97281886298346,-2.66316852545165
-8.69099322174193,-7.91839573629023,-1.55793156181456
13.1262408761432,-4.99526648822793,-8.89884983337265
-8.34737161447499,3.11595963682547,-0.398801901724518
35.2863090616255,-1.0013024342866,3.23055517769016
-7.97902081426684,14.4933576184096,9.21401389075927
-6.97219625626121,7.24764596245313,1.08557058265366
22.8481111171591,-0.124143275455242,2.39968056511276
10.3249448067627,8.44371994260584,3.84839459944998
-1.70299672812599,11.1585222525012,3.09971900402754
17.8556521209298,-8.30364813023541,2.2839730280126
2.56150376042823,2.10714633180431,-4.69259280595005
-14.0568348566285,-4.06923066846884,-8.39121906328037
-0.899250034454254,-8.95897269224707,5.27100982557161
-24.3821560892371,3.78799202502833,-11.3978802257479
1.32191169988625,0.394570666829459,-7.55853324769121
2.58271548423782,-4.00488725044643,1.1186134248761
-1.60909561494735,-1.73408634623323,4.91368054028283
-15.8926595208906,-1.35190178167133,8.60856577933435
