global_cluster3_ccf1_oni,global_cluster3_ccf3_oni,global_cluster3_ccf3_npgo,global_cluster4_ccf1_pdo,global_cluster6_ccf3_npo,global_cluster9_ccf1_oni,global_cluster9_ccf1_pdo,global_cluster9_ccf3_pdo,global_cluster10_ccf1_oni,global_cluster11_ccf2_nao,global_cluster15_ccf1_pdo,global_cluster15_ccf3_pdo,global_cluster20_ccf3_oni,global_cluster21_ccf1_npgo,global_cluster22_ccf3_npo,global_cluster25_ccf1_oni,global_cluster25_ccf1_npgo,global_cluster25_ccf2_iod,global_cluster25_ccf3_oni,global_cluster25_ccf3_nao,global_cluster28_ccf1_oni,global_cluster28_ccf1_pdo,global_cluster28_ccf2_oni,global_cluster30_ccf1_npgo,global_cluster31_ccf1_nao,global_cluster32_ccf1_oni,global_cluster33_ccf1_nao,global_cluster37_ccf3_oni,global_cluster40_ccf1_oni,global_cluster40_ccf1_nao,global_cluster42_ccf1_nao,global_cluster44_ccf2_oni,global_cluster47_ccf1_oni,global_cluster47_ccf3_oni,global_cluster48_ccf2_nao,global_cluster54_ccf1_oni,global_cluster57_ccf1_oni,global_cluster57_ccf2_npgo,global_cluster63_ccf1_oni,global_cluster65_ccf2_nao,global_cluster80_ccf1_nao,global_cluster82_ccf1_oni,global_cluster82_ccf3_oni,global_cluster93_ccf1_oni,global_cluster93_ccf1_iod,global_cluster95_ccf3_pdo,global_cluster95_ccf3_npo,global_cluster96_ccf3_oni
-0.0159117477836484,-0.0707873288390755,0.00247931466808777,0.182438861448427,-0.0457821882565312,-0.0356825077732763,-0.147154313884586,0.116676124738308,-0.0312113176848179,0.0200631344342539,0.162546206779516,-0.0807442320110074,0.0553984421947427,-0.107375068193809,0.077250342616064,-0.0929975007739926,0.0574845950022195,-0.286977812259099,-0.080784240807683,0.0627697843537507,-0.132700718367257,0.0859452222556285,0.0534970014956959,0.013307866757526,0.00674362306705104,-0.147961096845988,0.032902174108957,0.0784357086129052,-0.135829337163863,-0.062292725569464,0.0686818963668013,-0.0202431288365319,0.142758837760426,-0.0558474806490745,-0.0808240368459169,-0.176525371449655,-0.0238036077956,-0.19150212505144,0.0902958366425561,0.01432486446222,-0.0379051017453068,0.143262116048031,-0.0870374634624373,-0.0181554556978018,0.00441564823928321,0.12963462243381,-0.0838394433908637,0.0691438362471126
0.0381838662840732,0.0617762815477158,-0.0529414480700573,0.0776721294712762,-0.213490893023923,-0.139829197822463,-0.212596022521039,0.0349035324317178,0.0661694626622658,0.0959891659904072,0.0820989947246178,-0.0273815401464037,0.0669224219938118,-0.0629709546918764,-0.0575621161458907,0.0594531536212036,-0.121160887011732,-0.18952150918945,-0.153669060628203,-0.0377555486914598,0.0544460415246241,-0.0485134959666541,-0.111328013454374,-0.063615161353427,-0.0756017935979324,0.0923184238769351,-0.103419589721053,-0.0771152585728465,0.0283780996705303,-0.0378027160442496,-0.0876685957429774,-0.0821501418338058,0.0278176420173663,-0.0639074472542323,0.022223812650308,0.045021579813996,0.101948809486609,-0.0767090008178466,0.0410461835944033,-0.17484621228557,0.100922882445272,-0.100936075051306,0.0646774526597085,-0.00932364482943467,0.0642801926345647,0.0311953962187459,0.0497098103902659,0.0625586587404869
-0.0601678466233022,-0.00386871082608623,-0.12400561883736,0.0258066937743908,-0.0734239475538463,0.0283132848306683,-0.129116434289189,-0.0415449653824428,-0.0406067853009135,-0.108783817247804,-0.000500726146387967,-0.0736160983810465,-0.0630623403130371,-0.01801494363212,-0.0437612601655203,0.0233302425671056,-0.266605243921296,-0.239536939880067,0.0263474122381087,-0.0371273966375377,0.0523294047665618,-0.142647868054049,0.0613970769675286,0.096013096865732,0.0586771970905336,0.0192109193348027,-0.00630464754482939,0.187859821643905,0.0150836886808209,0.0313951522328905,0.0461629374312405,0.098042169666704,-0.039113782706487,-0.125755546869203,-0.0613090106843685,0.0332164680433916,0.0768235414096107,0.0742488640361672,-0.0589549956891842,-0.0758524973200585,0.0217396123453991,-0.0746831326140709,-0.189132982667161,-0.0938722204601003,0.0820588779430703,0.0635585311490123,0.0437681008118056,-0.00846533125905924
-0.128129493070436,-0.149456476360792,-0.202153651484907,-0.00432197051932208,-0.215860591393614,-0.00378381004091574,0.0787250999417908,-0.0433735144999392,-0.0319678123643842,0.0858452092083687,-0.0704043564222346,-0.169288690250032,-0.167225514083283,0.0641412636583424,0.0708219526462544,-0.197186291350435,-0.303684279326851,-0.287448685115058,-0.0649334648573279,0.0442300801463497,-0.214232157362299,-0.0898174613252156,0.134811792197263,0.180645272474338,-0.277013830805605,-0.187106519519409,-0.160091353444654,0.271387311694776,-0.184363004650846,-0.0353536111462446,0.1358836505956,0.188781026214609,0.217156083852999,-0.243282918420788,-0.0404098392018347,-0.169970179104395,-0.115190118986657,0.133845224257671,-0.256478832324473,0.0301057791857325,0.170325644599729,0.148221378862094,-0.0886535019110179,0.026359373678432,0.0389263406785427,0.0452690839421754,0.110761025023856,0.0306528494234126
0.210072927163625,-0.0997707313337772,-0.264807308945036,-0.132376657382215,0.0837044327345415,0.0823092633565122,0.269732279957236,-0.20502338875461,-0.00914046155462065,-0.113327662921293,-0.168557858261363,-0.340377307675421,-0.0896955103287114,0.406139900980878,-0.077356888191224,-0.110971703507644,-0.269096854175185,-0.425397912736189,-0.260140102370097,0.124202367826545,-0.28150856268045,0.0237054878475918,-0.234096232951578,0.433594125713682,0.117457650621437,-0.346069071659585,0.120798681526948,0.0246335632916105,-0.417153142476881,0.0646447704536434,-0.139559183314094,-0.0620125078661432,0.440003069305059,-0.0028320891331249,0.0873924533897987,-0.0877786659855265,-0.0232529215752341,0.135628337163104,-0.25549448279489,0.0203593553612359,-0.125156339959523,0.291416466763492,0.215373193368294,0.0364565145050458,0.0238187112913468,-0.284294827457584,0.0158214277882261,0.11796590955462
0.622640199380365,0.474336001853369,-0.430802197305311,-0.413304900736649,-0.0395155825018218,0.506148230444003,0.480297047292258,-0.497758011431728,-0.405249182781496,-0.150006328726773,-0.414367802671107,-0.460870906579585,0.451261506170686,0.308205813672712,-0.437327269620934,0.46783670620714,-0.477008919235321,-0.255684489106165,0.140649954044077,-0.413293963237308,0.506333276452777,0.408142764196398,-0.490131072735198,0.300719779050053,-0.519942918440838,0.43711825196017,-0.503904167461818,-0.636067915672888,-0.0625405962558449,-0.436773827071313,0.544072219353294,-0.508541185593216,-0.0322297856316921,0.408658451803402,-0.430199269502385,0.499334532383555,0.433064668414457,0.248045490070655,0.415655926350168,0.408671277511037,0.405926172605203,-0.293755415881578,0.574347362353621,-0.0294582142917746,-0.440784407829635,-0.479877188001875,0.422514506051587,-0.0797210792736028
-0.216643178713016,0.401172686863508,-0.304142547997886,-0.0995390736954579,0.00113219843570081,0.279888356550618,0.158242552126038,-0.233692073298254,-0.232266138942368,-0.0264509664190461,-0.220127818801972,-0.169378981749719,0.142341882672176,-0.0367941917448212,-0.105341561803649,0.226611620172175,-0.426746422438339,-0.310509944970737,0.488658494919896,-0.0444971853066959,0.591027317022522,0.29220277670878,0.235791955968204,0.0182138682706192,0.089595814399633,0.588996755634584,0.0892505052225669,0.0895096518211956,0.354530978666496,-0.162914750836612,-0.101648476679237,0.0211842801147079,-0.318203674734531,0.166499785135372,0.0276903744150714,0.444579291893303,0.311592064133147,0.429092466859478,0.333454639821938,0.0198921099438327,0.00114643143838541,-0.49787207351922,0.00240862288176896,0.5253954275562,0.243183320794852,-0.439347578762693,0.283303631195452,-0.451679075517397
-0.100812885653518,-0.124883155504982,-0.00243553173007284,0.0509454529523055,-0.106206668561868,-0.100466942978464,-0.0167949970604157,0.0101437610130701,0.0857214222950432,-0.406368274520991,-0.0956667485592031,0.0772209105973559,-0.249323599723427,0.0603639965748548,-0.0857927779542786,-0.0303273713956557,-0.308101449051785,-0.42357944939803,-0.0587925320979234,-0.0676914139484921,-0.236317232333458,0.00287345230641295,0.128977085734618,0.0118135197653107,-0.134106617968793,-0.226004661663704,0.1220213692184,0.341432895334069,-0.0702668756512708,-0.119713607962501,0.114856370535953,0.205188157378804,-0.0809937408322753,-0.308983801922484,-0.0664348269241233,-0.315090520264843,-0.39284453683426,0.385283315993759,-0.192647038791174,0.256441279215983,0.00624438348603282,0.338478305841416,-0.099099024665501,-0.112923554984167,-0.000901909173331608,-0.126316965692429,0.0358217960490884,0.166853238049858
-0.051712137928803,0.0243538414644557,0.0508557875969527,0.127493293955589,-0.0111310196647683,-0.176239960230873,-0.042012663114987,0.130286193643867,0.125971471444722,-0.00720564897426928,-0.0708191633645655,0.119428529150552,-0.0937627330044651,0.000991319392125401,0.018882948832185,-0.00438883184187812,-0.107192414592874,-0.336563554617973,-0.128600764215698,-0.167836439358176,-0.154241706749896,-0.0425515385112293,-0.0780226945805581,-0.0827692317241333,-0.0767586590671229,-0.144493840707294,-0.0685766478205703,0.0951397387208168,-0.0837690553977014,-0.116535922641643,0.12226015314196,0.0777647384656685,-0.00678561601508799,-0.312378198002668,-0.0151641410594524,-0.0505305740713316,-0.118425891950001,0.117241427712784,-0.187574152943597,-0.138738949522608,0.0462768754179102,0.0186689067094766,-0.0688706676202282,-0.10986770085898,-0.0517533069367914,0.0138596643342312,0.0938926258511754,0.145157399578932
-0.117246938713045,-0.018203868604154,0.0243455370704515,0.139440383833271,0.425537404728952,-0.0865089059688146,-0.0307314039376498,0.0815248752543721,-0.0378205913719507,0.0467288220175648,0.105086459710655,0.0538811009885105,0.217762733584366,-0.0477568002082622,-0.037662525843595,0.0609429750534483,-0.0204756047912886,-0.244589231892414,-0.033389689910674,-0.0839644760058016,0.0800583114655701,-0.0727139540685892,-0.175445383713919,-0.0299787265986545,-0.00620535607673484,0.0547843726242204,-0.0413506021675215,-0.151333769003524,0.067276014920877,0.0447898875865519,-0.0323732868273104,-0.0407246591499646,-0.143720160098606,-0.0136441315846593,0.0236197342257444,0.233327360569673,0.182863857183301,0.0360282922745411,0.0189069144832016,0.0624914200231035,0.0557121251042139,0.00122578090591797,0.0428517947192508,0.0331333136829583,0.00226943287356559,0.0431352716789993,-0.0773579100016786,-0.0834035326159503
