index,cluster,pc,cor
oni,1,1,0.394152921602352
pdo,1,1,0.265235605039489
npgo,1,1,0.259094306525646
nao,1,2,0.249751602391833
pdo,1,2,0.238521921643568
npo,1,2,0.288220288927354
pdo,1,3,0.281823934747164
iod,1,3,0.231241816727926
npo,1,3,0.266154395160654
oni,2,1,0.313789895027277
nao,2,1,0.254013838548621
pdo,2,1,0.372637831155481
oni,2,2,0.248495448974934
nao,2,2,0.321152127662559
iod,2,2,0.280638050447772
npgo,2,2,0.329820048485406
oni,2,3,0.300251366611008
nao,2,3,0.2816193440078
npo,2,3,0.242784931028943
nao,3,2,0.364689692105238
pdo,3,2,0.341599005558292
iod,3,2,0.275690781490502
npgo,3,2,0.349568838350849
oni,3,3,0.268363671771979
npgo,3,3,0.376560425062649
npo,3,3,0.246707472744792
oni,4,1,0.328953178515037
pdo,4,1,0.287593410180506
iod,4,1,0.307500830060498
npgo,4,1,0.347600075762914
npo,4,1,0.421007277754228
oni,4,2,0.484688946320906
nao,4,2,0.275248434719524
pdo,4,2,0.488569204417737
iod,4,2,0.243003065401296
npgo,4,2,0.407705281063599
oni,4,3,0.266583854221064
nao,4,3,0.239236589419662
iod,4,3,0.232566723067789
npo,4,3,0.279767458956892
oni,5,1,0.371787383792266
nao,5,1,0.51468847001527
npgo,5,1,0.272035391990945
npo,5,1,0.239810816014389
oni,5,2,0.307498591027794
pdo,5,2,0.291003536627454
npo,5,2,0.313286012287735
oni,5,3,0.232786494005407
nao,5,3,0.249234953235805
npo,5,3,0.265818759474453
nao,6,1,0.419791508673851
iod,6,1,0.2571736744364
npgo,6,1,0.34642346042752
npo,6,1,0.288914955029986
oni,6,3,0.240683715189331
nao,6,3,0.343504001945046
iod,6,3,0.25398271516155
npgo,6,3,0.296355902631595
oni,7,1,0.447520723226988
pdo,7,1,0.402506756373269
npo,7,1,0.300076560804266
oni,7,2,0.259178866544184
pdo,7,2,0.244953928378767
iod,7,2,0.269160474702404
npo,7,2,0.322184309446149
nao,7,3,0.24137402973439
oni,8,1,0.654997679925782
pdo,8,1,0.343169008855369
iod,8,1,0.265435422052448
npgo,8,1,0.292315004893927
npo,8,1,0.337842463625966
oni,8,2,0.29476875040475
nao,8,2,0.257270590446347
iod,8,2,0.281475790638299
npgo,8,2,0.270288322083947
npo,8,2,0.252189642339804
oni,8,3,0.406125116709581
nao,8,3,0.243273742483135
pdo,8,3,0.260582054782363
iod,8,3,0.258418318173552
npo,8,3,0.288779369927205
oni,9,1,0.233758048290646
nao,9,1,0.446218824337646
npgo,9,1,0.409806201737327
npo,9,1,0.292626238484504
pdo,9,2,0.289405521823385
nao,9,3,0.246412038792105
npgo,9,3,0.242457666028885
nao,10,1,0.234894213178496
pdo,10,1,0.309627626263832
iod,10,1,0.233508164442018
npgo,10,2,0.257226011848365
npo,10,2,0.325024064796002
oni,10,3,0.23758952291185
iod,10,3,0.265254424811042
oni,11,1,0.250782359294694
iod,11,1,0.321931783635951
oni,11,2,0.274084874701237
nao,11,2,0.262848371510442
npgo,11,2,0.254350442035528
npo,11,2,0.254835542328701
pdo,12,1,0.251000005597677
oni,12,2,0.347693753208929
npgo,12,2,0.259333850812817
oni,12,3,0.318384721309198
nao,12,3,0.238995300961008
pdo,12,3,0.276150895945326
npgo,12,3,0.263687823758938
npo,12,3,0.261060516289607
oni,13,1,0.411723321801794
nao,13,1,0.280400787627234
npgo,13,1,0.29132308346248
npo,13,1,0.309304933149223
iod,13,2,0.283726236523056
npo,13,2,0.239506424726448
pdo,13,3,0.352947324273159
iod,13,3,0.323445674316351
npo,13,3,0.231956361299368
nao,14,1,0.37856478804926
npgo,14,1,0.287061223201214
npo,14,2,0.242837443156067
oni,14,3,0.288825511954189
npgo,14,3,0.257047241677344
npo,14,3,0.345850921592037
oni,15,1,0.406132676285668
nao,15,1,0.341134624673163
pdo,15,1,0.275357743397637
pdo,15,2,0.267026250053219
npgo,15,2,0.259775957008275
oni,15,3,0.241539481266964
nao,15,3,0.231633760979249
pdo,15,3,0.2552806709337
iod,15,3,0.295300457190297
npgo,15,3,0.251658172580911
nao,16,1,0.291360777106662
npo,16,1,0.246971178833362
oni,16,2,0.321955749130492
nao,16,2,0.255016802972586
pdo,16,2,0.358499139636042
iod,16,2,0.275076049889176
npo,16,2,0.247084434577249
oni,16,3,0.290632577707822
nao,16,3,0.244487454688118
pdo,17,1,0.270836542906753
nao,17,2,0.286738822912869
npo,17,2,0.237523537855808
oni,17,3,0.299264652415452
nao,17,3,0.279636330205679
iod,17,3,0.331656714873642
npgo,17,3,0.281157099586951
npo,17,3,0.234135170603817
oni,18,1,0.278904674379116
iod,18,1,0.283551742180484
pdo,18,2,0.242852282257641
iod,18,2,0.25040046455106
oni,18,3,0.302401945971369
nao,18,3,0.250228279431515
pdo,18,3,0.250028337356684
npgo,18,3,0.245039570314716
oni,19,1,0.302240479784821
pdo,19,1,0.326457366177045
npo,19,1,0.263662752910224
oni,19,2,0.23545538831346
nao,19,2,0.370243690951296
pdo,19,2,0.244615513782363
iod,19,2,0.294184642109592
nao,19,3,0.294072633613474
nao,20,1,0.30753249473366
iod,20,1,0.249052645545293
npo,20,1,0.256781305911362
oni,20,2,0.296266064900379
iod,20,2,0.24985714254704
oni,20,3,0.287893318218143
pdo,20,3,0.257490258755519
npo,20,3,0.299004686046967
oni,21,1,0.279415967508203
npo,21,1,0.251326667264471
npgo,21,2,0.335033600142776
nao,21,3,0.262989564872092
iod,21,3,0.335306285403702
nao,22,1,0.257497160481127
pdo,22,1,0.260168639059376
iod,22,1,0.234078352614151
npo,22,1,0.238900031127637
nao,22,2,0.410953091975711
iod,22,2,0.254296537878044
npgo,22,2,0.314694557322874
npo,22,2,0.277596688052699
oni,22,3,0.260369698572357
iod,22,3,0.277250404284298
nao,23,1,0.231808578350378
iod,23,1,0.25670725046385
npo,23,1,0.268520282686834
nao,23,2,0.235327010156275
iod,23,2,0.28420998638677
iod,23,3,0.343167113444855
oni,24,2,0.277426683343781
nao,24,2,0.264251011949738
npo,24,2,0.312265266305458
oni,24,3,0.367548393692436
pdo,24,3,0.232574701793985
oni,25,1,0.42156217807948
iod,25,1,0.273320155345603
oni,25,2,0.27779932604477
nao,25,2,0.255278702176059
iod,25,2,0.290299813884865
npgo,25,2,0.275727787122777
npo,25,2,0.239883611528725
oni,25,3,0.495978288114615
nao,25,3,0.332189966898742
pdo,25,3,0.425024509819086
npgo,25,3,0.420954779851247
npo,25,3,0.270112383607684
